node	Africa	Caribbean	Central America	Eastern Asia	Europe	Oceania	South America	South-eastern Asia	Southern Asia	Western Asia
root	0.056302641560238426	0.15536451806885063	0.047757631218470646	0.23803804442706067	0.021293972728434883	0.08480415843145937	0.16983862519114784	0.15170000287672206	0.05309138917498591	0.02180901632262945
n0	0.009222321880246985	0.0325985182992657	0.009839209886650054	0.049266196236750055	0.004372925470653549	0.018877472687272242	0.03489200447368422	0.7017307309701263	0.13472192515289574	0.004478694942455156
n342	0.18853584373260784	0.11228214189413763	0.0345190915226178	0.17204759149080914	0.015391600438392465	0.06126064102615452	0.12276141699246178	0.2421967425100272	0.03524106359409884	0.01576386679869287
n1	0.0005228497072568542	0.0020999339059774315	0.0005566503430401697	0.0035835577840831303	0.0002478201925347928	0.0035475845845935657	0.001976961980393961	0.9584904707448332	0.02872035645114628	0.00025381430614054477
n328	0.004959427660851067	0.01926190853136973	0.005422806396262106	0.02653616623244173	0.0023685748191649906	0.010508880472547475	0.018940287254730438	0.530554295041165	0.3790217892244534	0.002425864367014171
n343	0.9995569727033452	7.367586273986607e-05	2.26505050596791e-05	0.00011289277220336634	1.0197365938459955e-05	4.0195980795682244e-05	8.055287349764646e-05	6.953597948716866e-05	2.2982112325801978e-05	1.0343844607106682e-05
n353	0.003942538352335691	0.007623536383087227	0.0023437381719313755	0.011681466066347266	0.0010450422451102497	0.004159240430664923	0.008335127231606607	0.9574207785800819	0.002378213667136572	0.0010703188716982112
n2	0.00023694685676582298	0.001319166145794506	0.0002532586312464846	0.0027123929469873975	0.00011282701059215227	0.00499469688386956	0.0008999909662656033	0.9819137225084457	0.007441442053055117	0.00011555599697774519
n286	0.00038546903299754674	0.0013207162494018004	0.00039514616043427104	0.0020687975791414187	0.0001761436574144488	0.0010146066368852686	0.001404946476786107	0.9460027522772143	0.04705101782396435	0.00018040410576045668
n329	4.0650762384860346e-05	0.005533778928269592	0.000348072175670978	0.00021759897894740315	1.945064425006404e-05	0.002505033024321687	0.0002893523655913504	0.0016498624305007388	0.989376279586268	1.9921103795261585e-05
GQ398257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n344	0.9999827832025592	2.874355024299343e-06	8.836771903878257e-07	4.404349244657633e-06	8.346991015322229e-07	1.5681798443317614e-06	3.142656254745846e-06	2.209516279083599e-06	8.958140450224599e-07	4.035504566894662e-07
n349	0.9999565782032891	7.2886233609221224e-06	2.2407755178111702e-06	1.1168286670516209e-05	1.0064303195784202e-06	3.976511983475653e-06	7.968957775333521e-06	6.475972353941906e-06	2.2729398939176247e-06	1.023298835638074e-06
FJ467493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EF105379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n3	3.86398451068511e-05	0.004750987682210858	4.1493699276753185e-05	0.0002478340559747866	1.8500353933377912e-05	0.00012700820871682788	0.00014755771988581812	0.9944826096724686	0.00012642093394902716	1.8947828477172882e-05
n178	0.0004683567358097289	0.0023014297879362365	0.0005024706128029424	0.008082467732796441	0.00022399474541181052	0.018343088160791426	0.0017866043160033207	0.9638494056612813	0.004212769662375162	0.0002294125847916656
n287	5.1231361967576746e-05	6.834415419456622e-05	2.0700339003182478e-05	0.0001065315243638553	9.228672943038384e-06	4.5713496935887914e-05	7.360808330583164e-05	0.9982615291638671	0.0013536613133298455	9.451890089086747e-06
n313	7.023879328847571e-06	2.4530116209709262e-05	7.536059531087599e-06	3.764969439134859e-05	3.3602079714049324e-06	1.3527742356277439e-05	2.6800627875166963e-05	0.0004827095560818096	0.999393420633755	3.4414824992697535e-06
n330	0.0008133095809792848	0.7848214326179588	0.04504699931467964	0.004354591326012143	0.0003895665681093951	0.0018855597342073889	0.022580898400156348	0.002256261521884746	0.13745239178478652	0.00039898915122574496
n341	5.148619072649809e-05	0.00019644550669830802	5.624276174282116e-05	0.0002756657062868379	2.4661451094615695e-05	0.995947868632586	0.00019710845776869457	0.00013405475211100733	0.0030912085947297106	2.5257946255496684e-05
n340	1.529769123433165e-05	0.001411062387852723	9.308051761298176e-05	8.189332235865357e-05	7.322252130119961e-06	0.0006404033534194051	9.219632190967383e-05	0.0004281393256349158	0.9972231054698396	7.49935800759363e-06
JQ922552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n345	0.9999953070262748	8.105129049789046e-07	2.4918008621106076e-07	1.241942233018834e-06	1.1335202409749814e-07	4.4219604024675474e-07	8.861690780183704e-07	5.832885941691624e-07	2.525392377159656e-07	1.1379352688646084e-07
n347	0.9999168618037565	3.169678911645959e-06	9.744704408558252e-07	4.85687284423968e-06	6.523042271413854e-05	1.7292993545574357e-06	3.4655480934471965e-06	2.2792864189393803e-06	9.876042621934643e-07	4.450132034242594e-07
