node	American	AsianAmerican	AsianI	AsianII	Cosmopolitan	Sylvatic
n195	0.00012980118568122005	0.0001909005198180035	0.9983577424326208	0.00113135328964131	0.00016731080300010228	2.2891769238646287e-05
n300	1.2927284782850034e-07	6.591763732468226e-08	4.7683980522410143e-08	4.738077196271348e-08	0.9999996537524641	5.599229831487934e-08
n323	4.77489041283895e-08	2.3810365903183e-08	1.7270549810275226e-08	1.6150631898274306e-08	0.9999998738684608	2.115108752188479e-08
n326	7.265653033628907e-11	4.3461689153869853e-11	3.088541028211293e-11	4.2745295970093614e-11	0.9999999997843847	2.5866385848535282e-11
JX475906	0.0	0.0	0.0	0.0	1.0	0.0
n343	0.9999962978394865	9.174477095089789e-07	6.66777318681197e-07	5.949425966056958e-07	6.748299731139773e-07	8.481629156073447e-07
JQ922552	1.0	0.0	0.0	0.0	0.0	0.0
n345	0.9999995722249337	1.066864983251971e-07	7.75868896631515e-08	6.814777594265516e-08	7.651534259385574e-08	9.883855966077361e-08
n346	0.9999996955790472	7.585306731028088e-08	5.515847358528435e-08	4.855732336675387e-08	5.459999077344209e-08	7.025209777452164e-08
n7	3.2511287916553906e-08	1.5868309335608092e-08	1.1540250658969904e-08	1.0133000717688224e-08	1.137477283516387e-08	0.9999999185723786
EF457904	0.0	0.0	0.0	0.0	0.0	1.0
n9	4.015845861236818e-09	1.9600787789011183e-09	1.4254700958660893e-09	1.2516443337061956e-09	1.4050299867774015e-09	0.999999989941931
EF105378	0.0	0.0	0.0	0.0	0.0	1.0
n17	1.5581068392547683e-07	0.9999998325067034	2.6897929379747007e-09	4.1119469559776955e-09	3.071339092281605e-09	1.8095335498848115e-09
JN819418	0.0	1.0	0.0	0.0	0.0	0.0
n168	0.08521081614479423	0.9147166777776167	1.6230070243217454e-05	3.1182875816752964e-05	2.006177031775631e-05	5.031361211328553e-06
DQ181801	1.0	0.0	0.0	0.0	0.0	0.0
n192	5.056603948303089e-08	7.570649037938332e-08	2.081544804418644e-07	0.9999995905733465	6.645748027632163e-08	8.542162960338103e-09
KJ734727	0.0	0.0	0.0	1.0	0.0	0.0
n196	2.4854452048621296e-07	3.239010041605131e-07	0.999997281251475	1.810205963395925e-06	2.8057538619189154e-07	5.552165062095779e-08
n297	7.212593232223366e-08	7.242540786055842e-08	0.9999994316385493	3.408355311584709e-07	6.080791899019829e-08	2.2166660441983966e-08
n301	1.0184583331693785e-08	4.971685060805828e-09	3.6155990932939234e-09	3.1761306011252916e-09	0.9999999734471545	4.604847349561933e-09
GQ398263	0.0	0.0	0.0	0.0	1.0	0.0
n324	3.691408756065818e-08	1.8021696878653604e-08	1.3105903862532145e-08	1.151640993775503e-08	0.9999999037531692	1.668873255693508e-08
GQ398259	0.0	0.0	0.0	0.0	1.0	0.0
FJ882602	0.0	0.0	0.0	0.0	1.0	0.0
n328	2.158588365225762e-09	1.053581319788956e-09	7.662181429908322e-10	6.727915859210855e-10	0.999999994372707	9.761136587671845e-10
JQ922551	0.0	0.0	0.0	0.0	1.0	0.0
JQ922553	1.0	0.0	0.0	0.0	0.0	0.0
JQ922550	1.0	0.0	0.0	0.0	0.0	0.0
HM582115	1.0	0.0	0.0	0.0	0.0	0.0
HM582107	1.0	0.0	0.0	0.0	0.0	0.0
n347	0.9999997886666221	5.27117098561102e-08	3.8334562632948564e-08	3.366218538950558e-08	3.778904974982327e-08	4.8835870390230256e-08
EU056812	1.0	0.0	0.0	0.0	0.0	0.0
JF260983	0.0	0.0	0.0	0.0	0.0	1.0
EF105389	0.0	0.0	0.0	0.0	0.0	1.0
EF105383	0.0	0.0	0.0	0.0	0.0	1.0
EF105380	0.0	0.0	0.0	0.0	0.0	1.0
n18	2.0167962291588984e-13	0.9999999999995984	4.8256181426050264e-14	4.314777156268404e-14	4.775052003216171e-14	6.07586926068627e-14
M20558	0.0	1.0	0.0	0.0	0.0	0.0
n169	1.1516848357321844e-05	0.9999884591489692	5.6263599217425904e-09	7.226816259779889e-09	6.094556966674707e-09	5.0549403427668776e-09
AF119661	1.0	0.0	0.0	0.0	0.0	0.0
n193	0.0	0.0	0.0	1.0	0.0	0.0
KF704355	0.0	0.0	0.0	1.0	0.0	0.0
n197	3.924975623421913e-11	2.0938185186423986e-11	0.9999999998796635	2.746535648095043e-11	1.5434412294704076e-11	1.7248869752343384e-11
AJ487271	0.0	0.0	1.0	0.0	0.0	0.0
M84728	0.0	0.0	1.0	0.0	0.0	0.0
M84727	0.0	0.0	1.0	0.0	0.0	0.0
n302	1.0293578273383375e-12	5.024157521724112e-13	3.653825351662322e-13	3.2082762986718833e-13	0.9999999999973166	4.654769781034351e-13
n320	7.158824819339557e-09	3.4941245415059517e-09	2.5411069652904096e-09	2.2312396520650185e-09	0.9999999813374723	3.2372317223594427e-09
GU131843	0.0	0.0	0.0	0.0	1.0	0.0
GQ398262	0.0	0.0	0.0	0.0	1.0	0.0
n329	3.424113732403743e-08	1.6712625563248248e-08	1.2154280841006365e-08	1.0672154412850432e-08	0.9999999107359014	1.5483900406822473e-08
n330	2.1599249543686093e-09	1.0542294925783263e-09	7.666899065701768e-10	6.731976207771069e-10	0.9999999943692363	9.76721734474028e-10
n348	0.9999998967831935	2.574548470752264e-08	1.8723440396576054e-08	1.644025636765404e-08	1.845496861835074e-08	2.3852656321002437e-08
GQ868600	1.0	0.0	0.0	0.0	0.0	0.0
n116	3.014460466267912e-11	0.9999999999255819	1.0700157919989908e-11	9.395351410609373e-12	1.0546726087140508e-11	1.3631425803377832e-11
n20	1.530577169339884e-09	0.9999999962214475	5.432957523617027e-10	4.770447628935723e-10	5.355053145561535e-10	6.921295921118286e-10
n114	3.0169691536029302e-09	0.9999999925519757	1.0709073616055853e-09	9.403179541916011e-10	1.055551385263662e-09	1.3642784253747007e-09
n170	5.2987834468475485e-08	0.9999999434252492	8.661263800652996e-10	7.705580946338604e-10	8.561191491915794e-10	1.094112807993577e-09
n173	8.102470865264328e-07	0.9999991855105776	1.013035768163339e-09	1.0500238026471478e-09	1.0370417288447375e-09	1.1422345461503588e-09
AF204177	0.0	0.0	0.0	1.0	0.0	0.0
M29095	0.0	0.0	0.0	1.0	0.0	0.0
AF204178	0.0	0.0	0.0	1.0	0.0	0.0
DQ181804	0.0	0.0	1.0	0.0	0.0	0.0
n199	4.611338316980475e-17	2.2507323101226884e-17	1.0	1.4372612887093875e-17	1.6133776105826343e-17	2.0852545028543142e-17
DQ181805	0.0	0.0	1.0	0.0	0.0	0.0
AY037116	0.0	0.0	0.0	0.0	1.0	0.0
n304	1.7627522707256954e-08	8.603749971334208e-09	6.25708947675103e-09	5.4940826461992094e-09	0.9999999540463594	7.97119574280337e-09
n305	4.511676415777503e-16	2.2020868432788222e-16	1.6014708074809835e-16	1.4061830192296335e-16	0.9999999999999989	2.0401877470425463e-16
n321	4.966292833358851e-09	2.423978832566357e-09	1.762842073708705e-09	1.5478762360315287e-09	0.999999987053244	2.24576605966121e-09
AB189123	0.0	0.0	0.0	0.0	1.0	0.0
KF041236	0.0	0.0	0.0	0.0	1.0	0.0
AF276619	0.0	0.0	0.0	0.0	1.0	0.0
n331	1.6485382463296992e-09	8.046287119951595e-10	5.851673820372126e-10	5.138104500674025e-10	0.9999999957023834	7.454717981348454e-10
JQ955623	0.0	0.0	0.0	0.0	1.0	0.0
n349	0.9999999924489644	1.8834635628706755e-09	1.3697515706802205e-09	1.2027202735711504e-09	1.3501104100890112e-09	1.7449898910693982e-09
n352	0.9999996913486834	7.698725473338592e-08	5.598909115598258e-08	4.9161626242348885e-08	5.518625124304872e-08	7.132709332475212e-08
n117	4.9946855151074134e-11	0.9999999998766956	1.772920319486553e-11	1.5567255044393765e-11	1.747498023709069e-11	2.2586052101031894e-11
GQ868603	0.0	1.0	0.0	0.0	0.0	0.0
n21	5.900331133075277e-12	0.9999999999854339	2.094389577665085e-12	1.8389939085602683e-12	2.0643576627143797e-12	2.6681397712558165e-12
n108	7.542147061557659e-09	0.999999981380619	2.6771707967454298e-09	2.3507091707644334e-09	2.638782253115122e-09	3.4105717262127186e-09
n115	2.240761403823154e-08	0.999999944682078	7.953837206197537e-09	6.983924255517601e-09	7.839785376950419e-09	1.013276116830854e-08
EU482572	0.0	1.0	0.0	0.0	0.0	0.0
n171	1.7832206232393706e-08	0.9999999604544937	5.247672824790484e-09	4.608363124290513e-09	5.172570767659042e-09	6.6846931768558965e-09
FJ639701	0.0	1.0	0.0	0.0	0.0	0.0
n174	2.953742073680449e-08	0.9999999295657701	9.884007061617776e-09	8.679060264926183e-09	9.742358855018118e-09	1.259138299571785e-08
n182	2.737899322613565e-08	0.9999999341012582	9.309521924256671e-09	8.174522081412723e-09	9.17608561677041e-09	1.1859618998306633e-08
n296	1.9476517365794568e-08	9.506218684862958e-09	0.9999999493253007	6.070370626927263e-09	6.814278209906845e-09	8.807314271506061e-09
DQ181803	0.0	0.0	1.0	0.0	0.0	0.0
n202	5.346223396435032e-13	2.609417679256072e-13	0.9999999999986091	1.6662916095927363e-13	1.8704911618132714e-13	2.417571310812268e-13
n286	9.131900883242186e-11	4.4571544888745695e-11	0.9999999997624027	2.846197903276659e-11	3.1949917962743e-11	4.129461107672531e-11
FJ196853	0.0	0.0	0.0	0.0	1.0	0.0
FJ196854	0.0	0.0	0.0	0.0	1.0	0.0
n315	1.5957648940425151e-09	7.788707687051346e-10	5.664348809358072e-10	4.973622418394918e-10	0.9999999958399596	7.216075985921334e-10
n313	7.601018017287018e-09	3.7099517404900304e-09	2.698067711406984e-09	2.369057857741994e-09	0.9999999801847115	3.437193272509661e-09
n308	1.08505209026859e-08	5.295989144689719e-09	3.851515682886446e-09	3.3818511871225224e-09	0.9999999717134991	4.906624002879159e-09
n309	2.94240610090533e-10	1.4361477121163902e-10	1.0444404784522717e-10	9.170785121366902e-11	0.9999999992329366	1.3305610422211537e-10
n322	1.1385329524472583e-08	5.557021834387124e-09	4.0413520799468616e-09	3.5485384079151198e-09	0.9999999703192928	5.148465371031912e-09
JN851131	0.0	0.0	0.0	0.0	1.0	0.0
n332	1.2400448915416818e-10	6.05248756574207e-11	4.4016802419817615e-11	3.8649271552560936e-11	0.9999999996767296	5.607504085798893e-11
JQ922549	0.0	0.0	0.0	0.0	1.0	0.0
n350	0.9999996498439239	8.733983481487344e-08	6.351801983345299e-08	5.57724564728076e-08	6.260722091178179e-08	8.091854386440289e-08
n351	0.9999999111520871	2.216143764649909e-08	1.6116937236609738e-08	1.4151593246706465e-08	1.5885832912742726e-08	2.0532111929148798e-08
n353	0.9999999617877982	9.531313666957541e-09	6.93166150153531e-09	6.086395488896554e-09	6.8322668755891675e-09	8.830564251467044e-09
GQ868592	1.0	0.0	0.0	0.0	0.0	0.0
n118	2.980875322316273e-10	0.9999999992641081	1.0580955656946828e-10	9.29068460199591e-11	1.0429232995702709e-10	1.3479568895553605e-10
n152	1.8516293903057174e-09	0.9999999954288622	6.572568911312462e-10	5.771091644240411e-10	6.478323393349174e-10	8.373099588849225e-10
n22	2.397569030562879e-10	0.9999999994081096	8.510443696513996e-11	7.472656607859334e-11	8.388410563792484e-11	1.0841847925482881e-10
n83	3.4031691036348535e-10	0.9999999991598559	1.2079935416666445e-10	1.0606874615813772e-10	1.190671855341721e-10	1.5389188555562484e-10
n109	1.0645818528839688e-09	0.999999997371855	3.7788542493696306e-10	3.3180502901694816e-10	3.7246684232725176e-10	4.814057241341261e-10
EU482545	0.0	1.0	0.0	0.0	0.0	0.0
GQ398284	0.0	1.0	0.0	0.0	0.0	0.0
EU529701	0.0	1.0	0.0	0.0	0.0	0.0
n172	1.3489118130937192e-08	0.999999966700573	4.78779996221208e-09	4.203962543650718e-09	4.719146683048507e-09	6.0993996962061284e-09
JX649148	0.0	1.0	0.0	0.0	0.0	0.0
n175	9.685446755451725e-10	0.9999999976097069	3.4361135321553526e-10	3.017105359675721e-10	3.386842589109293e-10	4.3774230309334224e-10
FM210237	0.0	1.0	0.0	0.0	0.0	0.0
n183	1.3427205781347197e-09	0.9999999966855871	4.765230443722798e-10	4.184145546944165e-10	4.696900873603681e-10	6.070647035612465e-10
n189	8.221374244892251e-09	0.9999999797048844	2.9180089670194103e-09	2.562179013457577e-09	2.8761670267702073e-09	3.7173864775116e-09
EU726767	0.0	0.0	1.0	0.0	0.0	0.0
AF100462	0.0	0.0	1.0	0.0	0.0	0.0
GQ868542	0.0	0.0	1.0	0.0	0.0	0.0
n204	5.43075377603419e-10	2.6506757881310854e-10	0.9999999985870072	1.6926377331714174e-10	1.9000659319305043e-10	2.455796092206039e-10
n285	8.832432480880177e-10	4.3109881045773023e-10	0.9999999977019461	2.7528606726383285e-10	3.0902163392228145e-10	3.9940409868957163e-10
n287	1.4387691299708041e-13	7.022433081672506e-14	0.9999999999996259	4.4843036881137775e-14	5.033843036366018e-14	6.506138471166695e-14
DQ181802	0.0	0.0	1.0	0.0	0.0	0.0
n316	2.415280813429456e-10	1.1788651516383362e-10	8.57331368229112e-11	7.527860053344303e-11	0.9999999993703543	1.0921940908784332e-10
AY858036	0.0	0.0	0.0	0.0	1.0	0.0
n314	4.375468099809037e-09	2.135605448563192e-09	1.5531221180553952e-09	1.3637301029384752e-09	0.9999999885934802	1.978594114964635e-09
EU081180	0.0	0.0	0.0	0.0	1.0	0.0
JN851121	0.0	0.0	0.0	0.0	1.0	0.0
GU370051	0.0	0.0	0.0	0.0	1.0	0.0
n310	1.5917459763283056e-10	7.769091905672051e-11	5.6500832042840544e-11	4.96109640073674e-11	0.9999999995850436	7.197902371678302e-11
n312	1.1509106618192036e-08	5.617435721443912e-09	4.085288165751207e-09	3.58711680559205e-09	0.9999999699966151	5.204437583318034e-09
FJ196852	0.0	0.0	0.0	0.0	1.0	0.0
DQ645550	0.0	0.0	0.0	0.0	1.0	0.0
n333	3.750607911259412e-10	1.830619834951926e-10	1.331320894188393e-10	1.1689759349695523e-10	0.9999999990222445	1.6960312751638005e-10
n339	2.3643898793373695e-08	1.1540259907416374e-08	8.392670529275404e-09	7.369245027009031e-09	0.9999999383621145	1.0691811239448957e-08
JX966379	1.0	0.0	0.0	0.0	0.0	0.0
AF100469	1.0	0.0	0.0	0.0	0.0	0.0
FJ898449	1.0	0.0	0.0	0.0	0.0	0.0
AF100465	1.0	0.0	0.0	0.0	0.0	0.0
AF100468	1.0	0.0	0.0	0.0	0.0	0.0
AF100467	1.0	0.0	0.0	0.0	0.0	0.0
n119	1.2330095167798717e-09	0.9999999969560558	4.3767073798736843e-10	3.842999553158021e-10	4.313948805630355e-10	5.575690001493812e-10
n139	1.2184896376150422e-14	0.99999999999997	4.325167418964428e-15	3.797744517910549e-15	4.263147887609388e-15	5.510030861008296e-15
