node	American	AsianAmerican	AsianI	AsianII	Cosmopolitan	Sylvatic
n153	1.2606989773449833e-10	0.9999999996887698	4.4749942663500613e-11	3.929301064323e-11	4.410826334723041e-11	5.7009022130125317e-11
EU482576	0.0	1.0	0.0	0.0	0.0	0.0
n23	1.0611752328040222e-10	0.9999999997380266	3.7667620643204827e-11	3.3074326596753147e-11	3.712749630736804e-11	4.7986524474122004e-11
EU920828	0.0	1.0	0.0	0.0	0.0	0.0
n84	1.0239399626961035e-08	0.9999999747218821	3.634591242234269e-09	3.1913791139085646e-09	3.582474035274342e-09	4.630273922819913e-09
n85	1.3591496626262529e-09	0.9999999966446522	4.824456160163734e-10	4.236148606369656e-10	4.755277217220542e-10	6.146097885951543e-10
n110	4.868221003699074e-09	0.9999999879817697	1.7280303601703457e-09	1.517309549300916e-09	1.7032517509920894e-09	2.2014178160015854e-09
n111	4.93865725394811e-12	0.999999999987808	1.7530325075244617e-12	1.5392628655202498e-12	1.7278953870305575e-12	2.233269208136978e-12
FJ639702	0.0	1.0	0.0	0.0	0.0	0.0
FJ639697	0.0	1.0	0.0	0.0	0.0	0.0
n176	3.0209298156842996e-10	0.9999999992542201	1.0723128882418195e-10	9.415520833019967e-11	1.056936756851642e-10	1.3660689942080478e-10
n179	3.5657200496962564e-09	0.9999999911972733	1.2656915656611384e-09	1.111349629353777e-09	1.2475425347928628e-09	1.612423036820287e-09
n184	9.442247657347458e-10	0.9999999976689825	3.351631940355109e-10	2.9429246540882993e-10	3.303572149505467e-10	4.2697989776172296e-10
n187	1.0949859053803073e-09	0.9999999972967968	3.8867756758090407e-10	3.412811479474121e-10	3.831042340693782e-10	4.951543338393533e-10
FM210227	0.0	1.0	0.0	0.0	0.0	0.0
FM210204	0.0	1.0	0.0	0.0	0.0	0.0
n205	2.710299424257348e-09	1.3228596542468884e-09	0.9999999929482459	8.447363410095198e-10	9.482565061387945e-10	1.2256020083569278e-09
DQ181799	0.0	0.0	1.0	0.0	0.0	0.0
AF169680	0.0	0.0	1.0	0.0	0.0	0.0
AF169679	0.0	0.0	1.0	0.0	0.0	0.0
AF022434	0.0	0.0	1.0	0.0	0.0	0.0
n289	7.579071153682849e-10	3.6992397799813973e-10	0.9999999980280501	2.3622175385168585e-10	2.6517009403630417e-10	3.427268863468481e-10
n292	7.538520117899695e-10	3.679447380405415e-10	0.9999999980386011	2.349578738063659e-10	2.637513288929445e-10	3.4089316161326427e-10
n317	8.212408369133314e-09	4.008362913150368e-09	2.915087663685826e-09	2.5596137956301773e-09	0.9999999785908622	3.713665029248565e-09
n318	1.3882797609766874e-09	6.776001456395523e-10	4.92785675415084e-10	4.3269402453803015e-10	0.9999999963808579	6.277824686032717e-10
JN851129	0.0	0.0	0.0	0.0	1.0	0.0
JN851128	0.0	0.0	0.0	0.0	1.0	0.0
n311	2.088098393476669e-09	1.0191719387554088e-09	7.411942506736805e-10	6.508109697350743e-10	0.9999999945564828	9.442416442209603e-10
JX470186	0.0	0.0	0.0	0.0	1.0	0.0
JN851130	0.0	0.0	0.0	0.0	1.0	0.0
AY858035	0.0	0.0	0.0	0.0	1.0	0.0
n334	5.490253024665202e-08	2.6797165482653784e-08	1.9488276938186822e-08	1.7111822442064474e-08	0.9999998568731875	2.482701753612021e-08
n335	5.388758687643035e-10	2.630178566454402e-10	1.912801125668551e-10	1.6795488556140474e-10	0.9999999985951907	2.4368058418253344e-10
FJ898454	0.0	0.0	0.0	0.0	1.0	0.0
DQ448231	0.0	0.0	0.0	0.0	1.0	0.0
n120	8.573888011776402e-10	0.9999999978833549	3.0433989701355846e-10	2.672278465792745e-10	2.9997589998013466e-10	3.87712673832704e-10
FJ898450	0.0	1.0	0.0	0.0	0.0	0.0
