node	Africa	Caribbean	Central America	Eastern Asia	Europe	Oceania	South America	South-eastern Asia	Southern Asia	Western Asia
AB189123_FJ467493	0.058486105288139675	0.15350768622388858	0.04711473189915613	0.24139261604463164	0.02144580997111733	0.08647591182485935	0.16524392672219065	0.15173146226405207	0.05317733462801169	0.02142441513395279
EF105378_FJ467493	0.19848016537010854	0.10835178433295631	0.033260384327175097	0.17040418289418796	0.015139869576884608	0.06101284769360034	0.11665480057574272	0.24727225676917858	0.03429895891399324	0.015124749546172808
AB189123_GQ398257	0.008803099869071402	0.030169777942719942	0.00907814314169087	0.04671745623738447	0.004121108160986239	0.017923069396955732	0.03177468695185297	0.7180629059928677	0.12923275520820332	0.004116997098267337
EF105379_FJ467493	0.003925052981735567	0.006949400628951008	0.0021332568145362844	0.010929369634682872	0.0009710424701269053	0.0039130894778432	0.007482021665741648	0.9605416163124852	0.0021850764094016963	0.0009700736044956091
EF105378_EU003591	0.999552791703744	7.367324378531863e-05	2.2615470881731908e-05	0.00011586642204391492	1.0397159513973474e-05	4.14841390527243e-05	7.931977245283537e-05	7.04048542697231e-05	2.3163113025062828e-05	1.0284121230816452e-05
AB189123_DQ181801	0.0004778547057726058	0.0018599414344309916	0.000492705410104068	0.0032124534264898487	0.0002239826352937355	0.0031120468983055287	0.001726367336167518	0.9612163314301917	0.027454557524308885	0.00022375919893504213
AF100465_GQ398257	0.004834974885484858	0.018279003431027646	0.005100183618775133	0.025750864674760628	0.002283115251308433	0.01023227129907494	0.01766369895479013	0.5523324016360266	0.36124264854320254	0.00228083770554895
EF105379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
FJ467493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EF105384_EU003591	0.9999565190801644	7.2421069702109275e-06	2.2231102884856955e-06	1.1389716627267517e-05	1.0195385660897216e-06	4.0779001051109006e-06	7.797167375431796e-06	6.44427573190526e-06	2.2761706615922138e-06	1.0109335094525765e-06
EF105378_EF457904	0.9999825297828208	2.901740256204722e-06	8.907484968892548e-07	4.563592948743438e-06	8.635501486955684e-07	1.633912584314225e-06	3.1241436615679146e-06	2.1761215130293063e-06	9.113500048332189e-07	4.0505756514474534e-07
AB189123_JX475906	0.00036810405088729434	0.0012297282857081677	0.0003677438000979891	0.0019699826873090264	0.00016735770907232094	0.0009496539338579472	0.0012895836991865827	0.9483551638052706	0.04513549126889697	0.00016719075971305435
AF022434_DQ181801	0.00021098527150662094	0.0011552718685202844	0.00021849183161290692	0.002380392398568484	9.93845624820744e-05	0.004409391876623967	0.0007659058571426594	0.9838844679737665	0.006776422939408507	9.928542036802364e-05
