name,location14
A_Human_NIIGATA_6_2006,japan
A_Human_NIIGATA_9_2006,japan
A_Human_NIIGATA_13_2006,japan
A_Human_NIIGATA_27_2006,japan
A_Human_NIIGATA_28_2006,japan
A_Human_NIIGATA_262_2006,japan
A_Human_NIIGATA_306_2006,japan
A_Human_NIIGATA_342_2006,japan
A_Human_NIIGATA_381_2006,japan
A_Human_NIIGATA_595_2006,japan
A_Human_NIIGATA_642_2006,japan
A_Human_NIIGATA_872_2006,japan
A_Human_OITA_50_2005,japan
A_Human_OITA_9_2006,japan
A_Human_OITA_19_2006,japan
A_Human_OITA_27_2006,japan
A_Human_OITA_40_2006,japan
A_Human_OITA_63_2006,japan
A_Human_OITA_75_2006,japan
A_Human_OITA_91_2006,japan
A_Human_OKAYAMA_9_2004,japan
A_Human_OKAYAMA_52_2004,japan
A_Human_OKAYAMA_15_2005,japan
A_Human_OKAYAMA_20_2005,japan
A_Human_OKAYAMA_24_2005,japan
A_Human_OKAYAMA_29_2005,japan
A_Human_OKAYAMA_34_2005,japan
A_Human_OSAKA_25_2003,japan
A_Human_OSAKA_56_2004,japan
A_Human_OSAKA_60_2004,japan
A_Human_OSAKA_29_2005,japan
A_Human_OSAKA_4_2006,japan
A_Human_OSAKA_18_2006,japan
A_Human_SAGA_19_2004,japan
A_Human_SAITAMA_43_2004,japan
A_Human_SAITAMA_41_2005,japan
A_Human_SAITAMA_5_2006,japan
A_Human_SAITAMA_7_2006,japan
A_Human_SAITAMA_43_2006,japan
A_Human_SAITAMA_60_2006,japan
A_Human_SAITAMA_61_2006,japan
A_Human_SAPPORO_193_2003,japan
A_Human_SAPPORO_258_2004,japan
A_Human_SAPPORO_156_2005,japan
A_Human_SAPPORO_4_2006,japan
A_Human_SAPPORO_123_2006,japan
A_Human_SAPPORO_183_2006,japan
A_Human_SENDAI_126_2003,japan
A_Human_SENDAI_67_2004,japan
A_Human_SENDAI_49_2005,japan
A_Human_SENDAI_79_2005,japan
A_Human_SENDAI_63_2006,japan
A_Human_SHIGA_25_2004,japan
A_Human_SHIGA_23_2005,japan
A_Human_SHIGA_26_2005,japan
A_Human_SHIGA_18_2006,japan
A_Human_SHIMANE_2_2004,japan
A_Human_SHIMANE_31_2004,japan
A_Human_SHIMANE_3_2005,japan
A_Human_SHIMANE_15_2005,japan
A_Human_SHIMANE_23_2005,japan
A_Human_SHIMANE_25_2005,japan
A_Human_SHIMANE_29_2006,japan
A_Human_SHIMANE_30_2006,japan
A_Human_SHIMANE_36_2006,japan
A_Human_SHIMANE_40_2006,japan
A_Human_SHIZUOKA_383_2003,japan
A_Human_SHIZUOKA_1_2004,japan
A_Human_SHIZUOKA_112_2004,japan
A_Human_HAMAMATU_8_2005,japan
A_Human_SHIZUOKA_3_2005,japan
A_Human_SHIZUOKA_108_2005,japan
A_Human_SHIZUOKA_790_2005,japan
A_Human_HAMAMATU_31_2006,japan
A_Human_HAMAMATU_32_2006,japan
A_Human_HAMAMATU_42_2006,japan
A_Human_SHIZUOKA_25_2006,japan
A_Human_SHIZUOKA_76_2006,japan
A_Human_HAMAMATU_183_2006,japan
A_Human_TOCHIGI_55_2003,japan
A_Human_TOCHIGI_2_2006,japan
A_Human_TOKUSHIMA_2_2005,japan
A_Human_TOKUSHIMA_8_2006,japan
A_Human_TOKYO_10709_2005,japan
A_Human_TOKYO_51672_2006,japan
A_Human_TOTTORI_37_2005,japan
A_Human_TOTTORI_22_2006,japan
A_Human_TOTTORI_29_2006,japan
A_Human_TOYAMA_40_2004,japan
A_Human_TOYAMA_28_2005,japan
A_Human_TOYAMA_39_2005,japan
A_Human_TOYAMA_33_2006,japan
A_Human_WAKAYAMA_1_2005,china
A_Human_WAKAYAMA_6_2006,china
A_Human_WAKAYAMA_27_2006,china
A_Human_YAMAGATA_181_2005,japan
A_Human_YAMAGATA_190_2005,japan
A_Human_YAMAGATA_206_2005,japan
A_Human_YAMAGATA_223_2005,japan
A_Human_YAMAGATA_227_2005,japan
A_Human_YAMAGATA_6_2006,japan
A_Human_YAMAGATA_58_2006,japan
A_Human_YAMAGATA_74_2006,japan
A_Human_YAMAGUCHI_45_2004,japan
A_Human_YAMAGUCHI_25_2005,japan
A_Human_YAMAGUCHI_35_2005,japan
A_Human_YAMAGUCHI_13_2006,japan
A_Human_YAMAGUCHI_17_2006,japan
A_Human_YAMANASHI_1_2004,japan
A_Human_YAMANASHI_12_2004,japan
A_Human_YAMANASHI_14_2004,japan
A_Human_YAMANASHI_173_2004,japan
A_Human_YAMANASHI_61_2005,japan
A_Human_YAMANASHI_73_2005,japan
A_Human_YAMANASHI_74_2005,japan
A_Human_YAMANASHI_80_2005,japan
A_Human_YAMANASHI_81_2005,japan
A_Human_YOKOHAMA_24_2004,japan
A_Human_YOKOHAMA_10_2005,japan
A_Human_YOKOHAMA_49_2006,japan
A_Human_YOKOHAMA_86_2006,japan
A_Human_YOKOHAMA_92_2006,japan
A_Human_YOKOHAMA_141_2006,japan
A_Human_YOKOHAMA_142_2006,japan
A_Human_LATVIA_13794_2002,europe
A_Human_LATVIA_1506_2003,europe
A_Human_LATVIA_2754_2003,europe
A_Human_MADAGASCAR_2761_2006,europe
A_Human_MALAYSIA_145_2002,south_east_asia
A_Human_MALAYSIA_226_2003,south_east_asia
A_Human_MALAYSIA_434_2003,south_east_asia
A_Human_MALAYSIA_768_2003,south_east_asia
A_Human_MALAYSIA_1_2004,south_east_asia
A_Human_MALAYSIA_25_2004,south_east_asia
A_Human_MALAYSIA_452_2004,south_east_asia
A_Human_MALAYSIA_661_2004,south_east_asia
A_Human_MALAYSIA_1344_2004,south_east_asia
A_Human_MALAYSIA_1522_2004,south_east_asia
A_Human_MALAYSIA_1875_2004,south_east_asia
A_Human_MALAYSIA_2050_2004,south_east_asia
A_Human_MALAYSIA_2256_2004,south_east_asia
A_Human_MALAYSIA_2556_2004,south_east_asia
A_Human_MALAYSIA_363_2006,south_east_asia
A_Human_MALAYSIA_382_2006,south_east_asia
A_Human_MALAYSIA_420_2006,south_east_asia
A_Human_Mexico_MX_102_2003,mexico
A_Human_Mexico_MX_1066_2003,mexico
A_Human_Mexico_MX_2264_2005,mexico
A_Human_Mexico_MX_2656_2003,mexico
A_Human_Mexico_MX_2663_2003,mexico
A_Human_Mexico_MX_325_2003,mexico
A_Human_Mexico_MX_503_2003,mexico
A_Human_Mexico_MX_736_2003,mexico
A_Human_Mexico_MX_931_2005,mexico
A_Human_MEXICO_2519_2006,mexico
A_Human_CHOIBALSAN_2083_2005,south_east_asia
A_Human_KHOVD_262_2006,south_east_asia
A_Human_KHOVD_269_2006,south_east_asia
A_Human_SUKHBAATAR_1568_2005,south_east_asia
A_Human_ULAANBAATAR_1599_2005,south_east_asia
A_Human_ULAANBAATAR_1922_2005,south_east_asia
A_Human_ULAANBAATAR_2164_2005,south_east_asia
A_Human_NEPAL_1646_2004,south_west_asia
A_Human_NEPAL_1659_2004,south_west_asia
A_Human_NEPAL_1660_2004,south_west_asia
A_Human_NEPAL_1670_2004,south_west_asia
A_Human_NEPAL_1675_2004,south_west_asia
A_Human_NEPAL_1678_2004,south_west_asia
A_Human_NEPAL_1680_2004,south_west_asia
A_Human_NEPAL_1702_2004,south_west_asia
A_Human_NEPAL_921_2006,south_west_asia
A_Human_Nepal_NP_HC90997_ORIGINAL_2006,south_west_asia
A_Human_Nepal_NP_HC91440_ORIGINAL_2006,south_west_asia
A_Human_Nepal_NP_HC91445_ORIGINAL_2006,south_west_asia
A_Human_NETHERLANDS_368_2002,europe
A_Human_NEWCALEDONIA_6_2002,oceania
A_Human_NEWCALEDONIA_19_2002,oceania
A_Human_NEWCALEDONIA_2_2003,oceania
A_Human_NEWCALEDONIA_5_2003,oceania
A_Human_NEWCALEDONIA_11_2003,oceania
A_Human_NEWCALEDONIA_14_2003,oceania
A_Human_NEWCALEDONIA_20_2003,oceania
A_Human_NEWCALEDONIA_6_2004,oceania
A_Human_NEWCALEDONIA_12_2004,oceania
A_Human_NEWCALEDONIA_18_2004,oceania
A_Human_NEWCALEDONIA_19_2004,oceania
A_Human_NEWCALEDONIA_1_2006,oceania
A_Human_NEWCALEDONIA_10_2006,oceania
A_Human_AUCKLAND_26_2002,oceania
A_Human_AUCKLAND_57_2002,oceania
A_Human_AUCKLAND_6_2003,oceania
A_Human_AUCKLAND_20_2003,oceania
A_Human_AUCKLAND_13_2004,oceania
A_Human_AUCKLAND_45_2004,oceania
A_Human_AUCKLAND_57_2004,oceania
A_Human_AUCKLAND_23_2006,oceania
A_Human_AUCKLAND_47_2006,oceania
A_Human_AUCKLAND_78_2006,oceania
A_Human_CHRISTCHURCH_37_2002,oceania
A_Human_CHRISTCHURCH_7_2003,oceania
A_Human_CHRISTCHURCH_9_2003,oceania
A_Human_CHRISTCHURCH_19_2003,oceania
A_Human_CHRISTCHURCH_28_2003,oceania
A_Human_CHRISTCHURCH_42_2003,oceania
A_Human_CHRISTCHURCH_46_2003,oceania
A_Human_CHRISTCHURCH_82_2003,oceania
A_Human_CHRISTCHURCH_86_2003,oceania
A_Human_CHRISTCHURCH_89_2003,oceania
A_Human_CHRISTCHURCH_176_2003,oceania
A_Human_CHRISTCHURCH_246_2003,oceania
A_Human_CHRISTCHURCH_302_2003,oceania
A_Human_CHRISTCHURCH_313_2003,oceania
A_Human_CHRISTCHURCH_340_2003,oceania
A_Human_CHRISTCHURCH_10_2004,oceania
A_Human_CHRISTCHURCH_104_2004,oceania
A_Human_CHRISTCHURCH_178_2004,oceania
A_Human_CHRISTCHURCH_190_2004,oceania
A_Human_CHRISTCHURCH_215_2004,oceania
A_Human_CHRISTCHURCH_263_2004,oceania
A_Human_CHRISTCHURCH_280_2004,oceania
A_Human_CHRISTCHURCH_20_2005,oceania
A_Human_CHRISTCHURCH_19_2006,oceania
A_Human_CHRISTCHURCH_20_2006,oceania
A_Human_DUNEDIN_4_2003,oceania
A_Human_DUNEDIN_11_2003,oceania
A_Human_DUNEDIN_15_2003,oceania
A_Human_DUNEDIN_24_2003,oceania
A_Human_DUNEDIN_39_2003,oceania
A_Human_DUNEDIN_40_2003,oceania
A_Human_OTAGO_2_2004,oceania
A_Human_OTAGO_29_2004,oceania
A_Human_OTAGO_2_2005,oceania
A_Human_OTAGO_1_2006,oceania
A_Human_WAIKATO_41_2004,oceania
A_Human_WAIKATO_12_2005,oceania
A_Human_WAIKATO_49_2006,oceania
A_Human_WAIKATO_58_2006,oceania
A_Human_WELLINGTON_3_2003,oceania
A_Human_WELLINGTON_17_2003,oceania
A_Human_WELLINGTON_34_2003,oceania
A_Human_WELLINGTON_38_2003,oceania
A_Human_WELLINGTON_1_2004,oceania
A_Human_WELLINGTON_3_2005,oceania
A_Human_WELLINGTON_4_2005,oceania
A_Human_WELLINGTON_5_2006,oceania
A_Human_WELLINGTON_33_2006,oceania
A_Human_WELLINGTON_43_2006,oceania
A_Human_NORWAY_883_2005,europe
A_Human_NORWAY_566_1_2006,europe
A_Human_NORWAY_622_2006,europe
A_Human_NORWAY_621_2006,europe
A_Human_NORWAY_2250_2006,europe
A_Human_OSLO_3385_2003,europe
A_Human_Paraguay_PY_697_2004,south_america
A_Human_PERU_1296_2004,south_america
A_Human_Peru_PE_5102_ORIGINAL_2006,south_america
A_Human_Peru_PE_5107_ORIGINAL_2006,south_america
A_Human_Peru_PE_FLU_3355_2006,south_america
A_Human_Peru_3029_2002,south_america
A_Human_PHILIPPINES_471_2002,south_east_asia
A_Human_PHILIPPINES_472_2002,south_east_asia
A_Human_PHILIPPINES_621_2003,south_east_asia
A_Human_PHILIPPINES_629_2003,south_east_asia
A_Human_PHILIPPINES_825_2003,south_east_asia
A_Human_PHILIPPINES_1116_2003,south_east_asia
A_Human_PHILIPPINES_1320_2003,south_east_asia
A_Human_PHILIPPINES_498_2005,south_east_asia
A_Human_PHILIPPINES_625_2005,south_east_asia
A_Human_PHILIPPINES_1124_2006,south_east_asia
A_Human_PHILIPPINES_3743_2006,south_east_asia
A_Human_PHILIPPINES_3875_2006,south_east_asia
A_Human_Philippines_160283_2002,south_east_asia
A_Human_Philippines_PH_1159050_2002,south_east_asia
A_Human_Romania_RO_802_03_2003,europe
A_Human_Romania_RO_972_03_2003,europe
A_Human_ROMANIA_751_2005,europe
A_Human_ROMANIA_810_2005,europe
A_Human_EKATERINBURG_9_2005,russia
A_Human_KALININGRAD_20_2006,russia
A_Human_KALININGRAD_31_2006,russia
A_Human_KHABAROVSK_13_2003,russia
A_Human_KHABAROVSK_9_2005,russia
A_Human_LIPETSK_15_2004,russia
A_Human_MOSCOW_28_2003,russia
A_Human_MOSCOW_164_2003,russia
A_Human_MOSCOW_179_2003,russia
A_Human_MOSCOW_7_2005,russia
A_Human_MOSCOW_1_2006,russia
A_Human_MOSCOW_4_2006,russia
A_Human_OMSK_32_2004,russia
A_Human_ST_PETERSBURG_4_2005,russia
A_Human_ST_PETERSBURG_4_2006,russia
A_Human_ST_PETERSBURG_5_2006,russia
A_Human_YAROSLAVL_4_2004,russia
A_Human_Saudi_Arabia_SR_2004902496_2004,south_west_asia
A_Human_SINGAPORE_2_2002,south_east_asia
A_Human_SINGAPORE_7_2002,south_east_asia
A_Human_SINGAPORE_16_2002,south_east_asia
A_Human_SINGAPORE_29_2002,south_east_asia
A_Human_SINGAPORE_44_2002,south_east_asia
A_Human_SINGAPORE_50_2002,south_east_asia
A_Human_SINGAPORE_7_2003,south_east_asia
A_Human_SINGAPORE_16_2003,south_east_asia
A_Human_SINGAPORE_37_2003,south_east_asia
A_Human_SINGAPORE_95_2003,south_east_asia
A_Human_SINGAPORE_107_2003,south_east_asia
A_Human_SINGAPORE_1_2004,south_east_asia
A_Human_SINGAPORE_4_2004,south_east_asia
A_Human_SINGAPORE_15_2004,south_east_asia
A_Human_SINGAPORE_21_2004,south_east_asia
A_Human_SINGAPORE_36_2004,south_east_asia
A_Human_SINGAPORE_37_2004,south_east_asia
A_Human_SINGAPORE_38_2004,south_east_asia
A_Human_SINGAPORE_68_2004,south_east_asia
A_Human_SINGAPORE_35_2005,south_east_asia
A_Human_SINGAPORE_38_2005,south_east_asia
A_Human_SINGAPORE_70_2005,south_east_asia
A_Human_SINGAPORE_57_2006,south_east_asia
A_Human_SINGAPORE_75_2006,south_east_asia
A_Human_SINGAPORE_79_2006,south_east_asia
A_Human_SLOVENIA_146_2005,europe
A_Human_SOLOMONISLANDS_1_2004,oceania
A_Human_SOLOMONISLANDS_2_2004,oceania
A_Human_JOHANNESBURG_485_2005,africa
A_Human_JOHANNESBURG_503_2006,africa
A_Human_BUSAN_3_2005,korea
A_Human_CHEJU_274_2002,korea
A_Human_CHEJU_1845_2004,korea
A_Human_CHEONBUK_1072_2005,korea
A_Human_CHEONNAM_323_2002,korea
A_Human_CHEONNAM_1004_2005,korea
A_Human_CHEONNAM_238_2006,korea
A_Human_CHEONNAM_432_2002,korea
A_Human_CHUNGBUK_1822_2004,korea
A_Human_DAEJEON_390_2002,korea
A_Human_DAEJEON_200_2006,korea
A_Human_DAEJEON_269_2006,korea
A_Human_DAEJEON_284_2006,korea
A_Human_DAEJEON_417_2006,korea
A_Human_DAEJEON_514_2006,korea
A_Human_DAEJEON_690_2006,korea
A_Human_DAEJEON_692_2006,korea
A_Human_DAEJEON_700_2006,korea
A_Human_GANGWON_259_2006,korea
A_Human_GANGWON_376_2006,korea
A_Human_GANGWON_741_2006,korea
A_Human_GYEONGNAM_684_2006,korea
A_Human_GYEONGNAM_685_2006,korea
A_Human_GYEONGNAM_694_2006,korea
A_Human_GYEONGNAM_719_2006,korea
A_Human_GYEONGNAM_724_2006,korea
A_Human_GYEONGNAM_738_2006,korea
A_Human_GYEONGNAM_740_2006,korea
A_Human_INCHEON_243_2005,south_east_asia
A_Human_INCHEON_677_2006,south_east_asia
A_Human_INCHEON_680_2006,south_east_asia
A_Human_INCHEON_682_2006,south_east_asia
A_Human_INCHEON_688_2006,south_east_asia
A_Human_JEJU_187_2006,korea
A_Human_JEJU_260_2006,korea
A_Human_JEJU_268_2006,korea
A_Human_JEJU_270_2006,korea
A_Human_JEONBUK_746_2006,korea
A_Human_KWANGJU_219_2002,korea
A_Human_KYUNGGI_205_2005,korea
A_Human_KYUNGNAM_122_2005,korea
A_Human_KYUNGNAM_170_2005,korea
A_Human_KOREA_124_2003,korea
A_Human_CHU_2_524_2005,korea
A_Human_Korea_KO_37_06_2005,korea
A_Human_KOREA_68_2006,korea
A_Human_KOREA_69_2006,korea
A_Human_Korea_KO_RSP_02_770_2002,korea
A_Human_PUSAN_504_2002,korea
A_Human_ULSAN_198_2005,korea
A_Human_ULSAN_689_2006,korea
A_Human_BARCELONA_104_2005,europe
A_Human_EUSKADI_1428_2003,europe
A_Human_STOCKHOLM_20_2006,europe
A_Human_STOCKHOLM_21_2006,europe
A_Human_UMEA_6_2006,europe
A_Human_UMEA_7_2006,europe
A_Human_SWITZERLAND_5732_2004,europe
A_Human_TAIWAN_1529_2003,china
A_Human_TAIWAN_8_2002,taiwan
A_Human_TAIWAN_1562_2004,taiwan
A_Human_TAIWAN_1563_2004,taiwan
A_Human_TAIWAN_1569_2004,taiwan
A_Human_TAIWAN_51_2005,taiwan
A_Human_TAIWAN_53_2005,taiwan
A_Human_TAIWAN_40_2006,taiwan
A_Human_TAIWAN_83_2006,taiwan
A_Human_TAIWAN_99_2006,taiwan
A_Human_TAIWAN_760_2006,taiwan
A_Human_TAIWAN_784_2006,taiwan
A_Human_Taiwan_TW_1526_2003,taiwan
A_Human_Taiwan_TW_1530_2003,taiwan
A_Human_Taiwan_TW_1548_2004,taiwan
A_Human_Taiwan_TW_1554_2004,taiwan
A_Human_Taiwan_TW_1521_2002,taiwan
A_Human_Taiwan_TW_1522_2002,taiwan
A_Human_BANGKOK_109_2002,south_east_asia
A_Human_BANGKOK_190_2002,south_east_asia
A_Human_BANGKOK_223_2002,south_east_asia
A_Human_BANGKOK_247_2002,south_east_asia
A_Human_BANGKOK_24_2004,south_east_asia
A_Human_BANGKOK_1158_2004,south_east_asia
A_Human_BANGKOK_1340_2004,south_east_asia
A_Human_BANGKOK_1563_2004,south_east_asia
A_Human_CHACHOENGSAO_1422_2004,south_east_asia
A_Human_CHANTHABURI_219_2003,south_east_asia
A_Human_KAMPHAENGPHET_3524_2004,south_east_asia
A_Human_LOP_BURI_3128_2004,south_east_asia
A_Human_MAE_HONG_SON_317_2003,south_east_asia
A_Human_MAE_HONG_SON_330_2003,south_east_asia
A_Human_THAILAND_1419_2004,south_east_asia
A_Human_THAILAND_36_2005,south_east_asia
A_Human_THAILAND_44_2005,south_east_asia
A_Human_THAILAND_54_2005,south_east_asia
A_Human_THAILAND_123_2005,south_east_asia
A_Human_THAILAND_141_2005,south_east_asia
A_Human_THAILAND_151_2005,south_east_asia
A_Human_THAILAND_154_2005,south_east_asia
A_Human_THAILAND_196_2005,south_east_asia
A_Human_THAILAND_220_2005,south_east_asia
A_Human_THAILAND_257_2005,south_east_asia
A_Human_THAILAND_263_2005,south_east_asia
A_Human_THAILAND_286_2005,south_east_asia
A_Human_THAILAND_308_2005,south_east_asia
A_Human_THAILAND_426_2005,south_east_asia
A_Human_THAILAND_496_2005,south_east_asia
A_Human_THAILAND_504_2005,south_east_asia
A_Human_THAILAND_86_2006,south_east_asia
A_Human_THAILAND_475_2006,south_east_asia
A_Human_THAILAND_558_2006,south_east_asia
A_Human_THAILAND_559_2006,south_east_asia
A_Human_THAILAND_618_2006,south_east_asia
A_Human_THAILAND_625_2006,south_east_asia
A_Human_THAILAND_636_2006,south_east_asia
A_Human_THAILAND_650_2006,south_east_asia
A_Human_THAILAND_656_2006,south_east_asia
A_Human_Thailand_TH_3244_06_2006,south_east_asia
A_Human_Thailand_TH_3274_06_2006,south_east_asia
A_Human_Thailand_TH_TH_129_05_2005,south_east_asia
A_Human_THAILAND_692_2006,south_east_asia
A_Human_THAILAND_693_2006,south_east_asia
A_Human_THAILAND_697_2006,south_east_asia
A_Human_THAILAND_707_2006,south_east_asia
A_Human_THAILAND_709_2006,south_east_asia
A_Human_THAILAND_715_2006,south_east_asia
A_Human_THAILAND_775_2006,south_east_asia
A_Human_THAILAND_809_2006,south_east_asia
A_Human_Thailand_TH_TH_701_06_2006,south_east_asia
A_Human_Thailand_128400_2002,south_east_asia
A_Human_Thailand_162496_2002,south_east_asia
A_Human_Nakhonratchasima_635_2004987,south_east_asia
A_Human_SARABURI_1792_2004,south_east_asia
A_Human_SONGKHLA_107_2002,south_east_asia
A_Human_Turkey_TU_RSP_02_1035_2002,europe
A_Human_UKRAINE_13_2006,europe
A_Human_Ukraine_UA_20_2006,europe
A_Human_Ukraine_UA_2003918069_2003,europe
A_Human_Ukraine_UA_218_2006,europe
A_Human_ENGLAND_1_2003,europe
A_Human_United,europe
A_Human_NEWCASTLE_1_2004,europe
A_Human_NEWCASTLE_4_2005,europe
A_Human_Uruguay_UY_05_39082_2005,south_america
A_Human_Uruguay_UY_CA04_3173_2004,south_america
A_Human_Uruguay_UY_PA03_4_2003,south_america
A_Human_Alaska_AK_RSP04_2654_ORIGINAL_2004,usa
A_Human_Alaska_AK_V03_1257_2003,usa
A_Human_Alaska_AK_V03_206_2003,usa
A_Human_Alaska_AK_V03_250_2003,usa
A_Human_Alaska_AK_V03_2522_2003,usa
A_Human_Alaska_AK_V03_708_2003,usa
A_Human_Alaska_AK_V04_1501_2004,usa
A_Human_Alaska_AK_V04_1768_2004,usa
A_Human_Alaska_AK_V04_1784_ORIGINAL_2004,usa
A_Human_Alaska_AK_V04_1798_2004,usa
A_Human_Alaska_AK_RSP_02_753_2002,usa
A_Human_Arizona_AZ_10006_ORIGINAL_2003,usa
A_Human_Arizona_AZ_300637_2003,usa
A_Human_Arizona_AZ_300763_2003,usa
A_Human_Arizona_AZ_4_0187_2004,usa
A_Human_Arizona_AZ_4081_2003,usa
A_Human_Arizona_AZ_4707_2003,usa
A_Human_Arizona_AZ_4877_2003,usa
A_Human_Arizona_AZ_4907_2003,usa
A_Human_Arizona_AZ_6_0178_2006,usa
A_Human_Arizona_AZ_6_0536_2006,usa
A_Human_Arizona_AZ_6_0596_2006,usa
A_Human_Arizona_AZ_799_2005,usa
A_Human_Arizona_AZ_86_2005,usa
A_Human_Arizona_AZ_994_2003,usa
A_Human_Arkansas_AR_2003100148_2003,usa
A_Human_Arkansas_AR_V_3083_2003,usa
A_Human_Arkansas_1_2002,usa
A_Human_CALIFORNIA_7_2004,usa
A_Human_CALIFORNIA_20_2005,usa
A_Human_California_CA_S71051_2004,usa
A_Human_California_CA_T02_3025_2002,usa
A_Human_Colorado_CO_04_14697_2004,usa
A_Human_Colorado_CO_05_021_1822_2005,usa
A_Human_Colorado_CO_05_14196_2005,usa
A_Human_Colorado_CO_20668_2003,usa
A_Human_Colorado_CO_ER_2006,usa
A_Human_Connecticut_CT_52038834_2003,usa
A_Human_Connecticut_CT_52038835_2003,usa
A_Human_Connecticut_CT_5204_7547_2006,usa
A_Human_Connecticut_CT_767_2003,usa
A_Human_Connecticut_1_2002,usa
A_Human_FLORIDA_2_2006,usa
A_Human_Florida_FL_JVT_15282_2005,usa
A_Human_Florida_FL_JVT_17100_2005,usa
A_Human_Florida_FL_JVT10891_2003,usa
A_Human_Florida_FL_JVT10894_2003,usa
A_Human_Georgia_GA_0302328070_2003,usa
A_Human_Georgia_GA_04C0158712_2003,usa
A_Human_Georgia_GA_04C0158713_2003,usa
A_Human_Georgia_GA_05C0_193835_2005,usa
A_Human_Georgia_GA_05C0191488_2005,usa
A_Human_Georgia_GA_05CO149708_2004,usa
A_Human_Georgia_GA_06C0_221239_2006,usa
A_Human_Georgia_GA_06C0_222079_2006,usa
A_Human_Georgia_GA_06C0_222569_ORIGINAL_2006,usa
A_Human_Georgia_GA_06C0_222950_2006,usa
A_Human_Georgia_GA_123598_2003,usa
A_Human_Georgia_GA_123886_2003,usa
A_Human_Hawaii_HI_05_0137_2005,usa
A_Human_Hawaii_HI_05_6679_2005,usa
A_Human_Hawaii_HI_4_310_THROAT_2004,usa
A_Human_Hawaii_HI_RSP04_2340_ORIGINAL_2004,usa
A_Human_Hawaii_HI_RSP04_2624_ORIGINAL_2004,usa
A_Human_HAWAII_8_2006,usa
A_Human_Hawaii_HI_06_10284_2006,usa
A_Human_Hawaii_4_2002,usa
A_Human_Hawaii_HI_02_3736_2002,usa
A_Human_Hawaii_HI_02_4051_2002,usa
A_Human_Hawaii_HI_02_4055_2002,usa
A_Human_Hawaii_HI_02_4092_2002,usa
A_Human_Hawaii_19_2002,usa
A_Human_Idaho_ID_2008_2003,usa
A_Human_Idaho_ID_2560_2005,usa
A_Human_Idaho_ID_2589_2005,usa
A_Human_Illinois_1_2002,usa
A_Human_Indiana_IN_03C00483_NP_SWAB_2003,usa
A_Human_Iowa_IA_2005011460_2005,usa
A_Human_Iowa_IA_2005138961_2005,usa
A_Human_Iowa_IA_V400553_2003,usa
A_Human_Iowa_IA_V400566_2003,usa
A_Human_Kansas_KS_648_4177460VS_2005,usa
A_Human_KENTUCKY_3_2006,usa
A_Human_Kentucky_KY_2004VF20627_ORIGINAL_2004,usa
A_Human_Kentucky_KY_2004VF20654_2004,usa
A_Human_Kentucky_KY_2005VF_01156_ORIGINAL_2005,usa
A_Human_LOUISIANA_4_2003,usa
A_Human_Louisiana_LA_I_000014_2005,usa
A_Human_Louisiana_2_2002,usa
A_Human_Maine_ME_VSP_1109_233_2004,usa
A_Human_Maryland_MD_V101821_2005,usa
A_Human_Maryland_MD_V186917_2006,usa
A_Human_Maryland_MD_V84003_2004,usa
A_Human_Massachusetts_MA_V105_00018_2005,usa
A_Human_Massachusetts_MA_VI05_00277_2005,usa
A_Human_Massachusetts_2_2002,usa
A_Human_Michigan_MI_M03VC614_2003,usa
A_Human_Michigan_MI_M04VC_1066_2004,usa
A_Human_Michigan_MI_VC76_2003,usa
A_Human_Minnesota_MN_S0060656_ORIGINAL_2006,usa
A_Human_Minnesota_MN_VI2003_464_S0030494_2003,usa
A_Human_MISSISSIPPI_5_2004,usa
A_Human_Mississippi_MS_05020500070_2005,usa
A_Human_Missouri_MO_VC_05_095_2005,usa
A_Human_Missouri_MO_VC03_402_2003,usa
A_Human_Missouri_MO_VC04_196_2004,usa
A_Human_Missouri_MO_VC05_03_ORIGINAL_2005,usa
A_Human_Missouri_MO_VC05_235_ORIGINAL_2004,usa
A_Human_Missouri_MO_VC06_001_2006,usa
A_Human_Missouri_MO_VC06_131_2006,usa
A_Human_Missouri_MO_VC06_80_ORIGINAL_2006,usa
A_Human_Montana_MT_410734_2004_10_02,usa
A_Human_Montana_MT_439520_2005,usa
A_Human_Montana_MT_439520_ORIGINAL_2005,usa
A_Human_Nebraska_NE_F25563_2003,usa
A_Human_Nebraska_NE_H79319_2003,usa
A_Human_Nebraska_NE_M20652_2006,usa
A_Human_Nebraska_NE_M42528_2005,usa
A_Human_Nebraska_NE_M79032_2003,usa
A_Human_Nebraska_NE_S30962_2006,usa
A_Human_Nebraska_NE_T42565_2003,usa
A_Human_Nebraska_NE_T71052_2004,usa
A_Human_Nebraska_NE_W24350_2005,usa
A_Human_Nebraska_NE_W49587_2003,usa
A_Human_Nebraska_12_2002,usa
A_Human_Nevada_NV_1305_2005,usa
A_Human_New_Hampshire_NH_2003028575_2003,usa
A_Human_New_Hampshire_NH_2004041081_2004,usa
A_Human_New_Hampshire_NH_2006010876_2006,usa
A_Human_New_Jersey_NJ_03_324_1391_2003,usa
A_Human_New_Jersey_NJ_04_361_1083_2004,usa
A_Human_New_Jersey_NJ_05_429_CDC_20050323_ROW_,usa
A_Human_New_Jersey_NJ_06_0121_ORIGINAL_2006,usa
A_Human_New_Jersey_4_2002,usa
A_Human_New_Mexico_NM_200301457_2003,usa
