parameter	value
pastml_version	1.9.50
character	Country
log_likelihood	-123.17320272163653
log_likelihood_restricted_MAP	-128.64427154918008
method	MAP
model	EFT
num_nodes	305
num_tips	154
scaling_factor	5.379728330090166
state_changes_per_avg_branch	0.1494328756212553
smoothing_factor	0
Africa	0.3246753246753247
Albania	0.2077922077922078
EastEurope	0.06493506493506493
Greece	0.2597402597402597
WestEurope	0.14285714285714285
