accession	id	country_code	serotype	genotype	year	Country ISO3	Continent	Country	Sub-region	Region	Int-region	Is Developed	Location
FJ850085	DENV2_FJ850085_AsianAmerican_BR_2005	BR	DENV2	AsianAmerican	2005.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210241	DENV2_FM210241_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482541	DENV2_EU482541_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
AJ487271	DENV2_AJ487271_Asian_I_TH_1974	TH	DENV2	AsianI	1974.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU596489	DENV2_EU596489_AsianAmerican_PR_2007	PR	DENV2	AsianAmerican	2007.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482468	DENV2_EU482468_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
HQ332189	DENV2_HQ332189_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EF105388	DENV2_EF105388_Sylvatic_NG_1966	NG	DENV2	Sylvatic	1966.0	NGA	Africa	Nigeria	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
FJ850088	DENV2_FJ850088_AsianAmerican_BR_2006	BR	DENV2	AsianAmerican	2006.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
KJ189308	DENV2_KJ189308_AsianAmerican_MX_2009	MX	DENV2	AsianAmerican	2009.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482726	DENV2_EU482726_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482588	DENV2_EU482588_AsianAmerican_PR_1990	PR	DENV2	AsianAmerican	1990.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JX669484	DENV2_JX669484_AsianAmerican_BR_1998	BR	DENV2	AsianAmerican	1998.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482469	DENV2_EU482469_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU920849	DENV2_EU920849_AsianAmerican_GP_2006	GP	DENV2	AsianAmerican	2006.0	GLP	Americas	Guadeloupe	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FM210220	DENV2_FM210220_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398282	DENV2_GQ398282_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU056812	DENV2_EU056812_American_PR_1977	PR	DENV2	American	1977.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ906961	DENV2_FJ906961_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
DQ181799	DENV2_DQ181799_Asian_I_TH_1998	TH	DENV2	AsianI	1998.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ639828	DENV2_FJ639828_Asian_I_TH_2001	TH	DENV2	AsianI	2001.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482561	DENV2_EU482561_AsianAmerican_PR_1996	PR	DENV2	AsianAmerican	1996.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JF357906	DENV2_JF357906_AsianAmerican_NI_2008	NI	DENV2	AsianAmerican	2008.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JN851128	DENV2_JN851128_Cosmopolitan_SG_2006	SG	DENV2	Cosmopolitan	2006.0	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ410217	DENV2_FJ410217_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ906956	DENV2_FJ906956_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EF105378	DENV2_EF105378_Sylvatic_GN_1981	GN	DENV2	Sylvatic	1981.0	GIN	Africa	Guinea	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
GQ868542	DENV2_GQ868542_Asian_I_TH_1994	TH	DENV2	AsianI	1994.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU677145	DENV2_EU677145_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
DQ181798	DENV2_DQ181798_Asian_I_TH_1999	TH	DENV2	AsianI	1999.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU920846	DENV2_EU920846_AsianAmerican_GF_2006	GF	DENV2	AsianAmerican	2006.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210237	DENV2_FM210237_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210221	DENV2_FM210221_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ859028	DENV2_FJ859028_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ898449	DENV2_FJ898449_American_HN_1984	HN	DENV2	American	1984.0	HND	Americas	Honduras	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ810411	DENV2_FJ810411_Asian_I_TH_2001	TH	DENV2	AsianI	2001.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JN819419	DENV2_JN819419_AsianAmerican_BR_2000	BR	DENV2	AsianAmerican	2000.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ639718	DENV2_FJ639718_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU677142	DENV2_EU677142_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ196853	DENV2_FJ196853_Cosmopolitan_CN_2003	CN	DENV2	Cosmopolitan	2003.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
EU482640	DENV2_EU482640_Cosmopolitan_VN_2006	VN	DENV2	Cosmopolitan	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU596490	DENV2_EU596490_AsianAmerican_PR_2007	PR	DENV2	AsianAmerican	2007.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482693	DENV2_EU482693_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GU131932	DENV2_GU131932_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JF730049	DENV2_JF730049_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU726767	DENV2_EU726767_Asian_I_TH_1994	TH	DENV2	AsianI	1994.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ432726	DENV2_FJ432726_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
DQ448231	DENV2_DQ448231_Cosmopolitan_IN_2001	IN	DENV2	Cosmopolitan	2001.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
EU482659	DENV2_EU482659_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210206	DENV2_FM210206_Asian_I_VN_2005	VN	DENV2	AsianI	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ898460	DENV2_FJ898460_AsianAmerican_KN_2001	KN	DENV2	AsianAmerican	2001.0	KNA	Americas	Saint Kitts and Nevis	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ024454	DENV2_FJ024454_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU677143	DENV2_EU677143_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
M20558	DENV2_M20558_AsianAmerican_JM_1983	JM	DENV2	AsianAmerican	1983.0	JAM	Americas	Jamaica	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482705	DENV2_EU482705_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EF457904	DENV2_EF457904_Sylvatic_SN_1999	SN	DENV2	Sylvatic	1999.0	SEN	Africa	Senegal	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
FM210211	DENV2_FM210211_Asian_I_VN_2003	VN	DENV2	AsianI	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
KC131142	DENV2_KC131142_Cosmopolitan_CN_2012	CN	DENV2	Cosmopolitan	2012.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
EU482587	DENV2_EU482587_AsianAmerican_PR_1990	PR	DENV2	AsianAmerican	1990.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482687	DENV2_EU482687_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU920834	DENV2_EU920834_AsianAmerican_GF_2001	GF	DENV2	AsianAmerican	2001.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
EU003591	DENV2_EU003591_Sylvatic_NG_1966	NG	DENV2	Sylvatic	1966.0	NGA	Africa	Nigeria	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
FJ461309	DENV2_FJ461309_Asian_I_VN_2008	VN	DENV2	AsianI	2008.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482762	DENV2_EU482762_AsianAmerican_NI_2005	NI	DENV2	AsianAmerican	2005.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
KJ189305	DENV2_KJ189305_AsianAmerican_CO_2000	CO	DENV2	AsianAmerican	2000.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
GU131947	DENV2_GU131947_AsianAmerican_CO_2007	CO	DENV2	AsianAmerican	2007.0	COL	Americas	Colombia	Latin America and the Caribbean	Americas	South America	Developing	South America
AY858036	DENV2_AY858036_Cosmopolitan_ID_2004	ID	DENV2	Cosmopolitan	2004.0	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
JN851131	DENV2_JN851131_Cosmopolitan_SG_2005	SG	DENV2	Cosmopolitan	2005.0	SGP	Asia	Singapore	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU920833	DENV2_EU920833_AsianAmerican_GF_2000	GF	DENV2	AsianAmerican	2000.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
GQ398285	DENV2_GQ398285_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JN819407	DENV2_JN819407_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210208	DENV2_FM210208_AsianAmerican_VN_2003	VN	DENV2	AsianAmerican	2003.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482556	DENV2_EU482556_AsianAmerican_PR_2005	PR	DENV2	AsianAmerican	2005.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482449	DENV2_EU482449_AsianAmerican_VN_2006	VN	DENV2	AsianAmerican	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU569719	DENV2_EU569719_AsianAmerican_PR_1997	PR	DENV2	AsianAmerican	1997.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
AY858035	DENV2_AY858035_Cosmopolitan_ID_2004	ID	DENV2	Cosmopolitan	2004.0	IDN	Asia	Indonesia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ196854	DENV2_FJ196854_Cosmopolitan_CN_1993	CN	DENV2	Cosmopolitan	1993.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
FJ410195	DENV2_FJ410195_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ639704	DENV2_FJ639704_Asian_I_KH_2003	KH	DENV2	AsianI	2003.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ687442	DENV2_FJ687442_Asian_I_TH_2001	TH	DENV2	AsianI	2001.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210243	DENV2_FM210243_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU529706	DENV2_EU529706_AsianAmerican_PR_2006	PR	DENV2	AsianAmerican	2006.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
JQ955624	DENV2_JQ955624_Cosmopolitan_IN_2011	IN	DENV2	Cosmopolitan	2011.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
KJ830750	DENV2_KJ830750_Cosmopolitan_SA_2014	SA	DENV2	Cosmopolitan	2014.0	SAU	Asia	Saudi Arabia	Western Asia	Asia	Western Asia	Developing	Western Asia
EU660413	DENV2_EU660413_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ398291	DENV2_GQ398291_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482572	DENV2_EU482572_AsianAmerican_PR_1987	PR	DENV2	AsianAmerican	1987.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
HM181971	DENV2_HM181971_AsianAmerican_BR_2008	BR	DENV2	AsianAmerican	2008.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ882602	DENV2_FJ882602_Cosmopolitan_LK_1996	LK	DENV2	Cosmopolitan	1996.0	LKA	Asia	Sri Lanka	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
EU482729	DENV2_EU482729_AsianAmerican_PR_1999	PR	DENV2	AsianAmerican	1999.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ850066	DENV2_FJ850066_AsianAmerican_NI_2000	NI	DENV2	AsianAmerican	2000.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
HQ705625	DENV2_HQ705625_AsianAmerican_NI_2009	NI	DENV2	AsianAmerican	2009.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FM210234	DENV2_FM210234_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
KJ010186	DENV2_KJ010186_Cosmopolitan_PK_2013	PK	DENV2	Cosmopolitan	2013.0	PAK	Asia	Pakistan	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
KJ734727	DENV2_KJ734727_Asian_II_TW_2014	TW	DENV2	AsianII	2014.0	TWN	Asia	Republic of China	Eastern Asia	Asia	Eastern Asia		Eastern Asia
FJ898461	DENV2_FJ898461_AsianAmerican_BZ_2002	BZ	DENV2	AsianAmerican	2002.0	BLZ	Americas	Belize	Latin America and the Caribbean	Americas	Central America	Developing	Central America
AF100465	DENV2_AF100465_American_VE_1987	VE	DENV2	American	1987.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU920840	DENV2_EU920840_AsianAmerican_GF_2005	GF	DENV2	AsianAmerican	2005.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
JX669486	DENV2_JX669486_AsianAmerican_BR_1999	BR	DENV2	AsianAmerican	1999.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
EU687246	DENV2_EU687246_Asian_I_TH_1994	TH	DENV2	AsianI	1994.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ024452	DENV2_FJ024452_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ410202	DENV2_FJ410202_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482639	DENV2_EU482639_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
DQ645550	DENV2_DQ645550_Cosmopolitan_TW_2002	TW	DENV2	Cosmopolitan	2002.0	TWN	Asia	Republic of China	Eastern Asia	Asia	Eastern Asia		Eastern Asia
FJ744704	DENV2_FJ744704_AsianAmerican_NI_2001	NI	DENV2	AsianAmerican	2001.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
AF100467	DENV2_AF100467_American_PE_1995	PE	DENV2	American	1995.0	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
GU131843	DENV2_GU131843_Cosmopolitan_BF_1986	BF	DENV2	Cosmopolitan	1986.0	BFA	Africa	Burkina Faso	Sub-Saharan Africa	Africa	Western Africa	Developing	Africa
GQ868641	DENV2_GQ868641_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
FJ639732	DENV2_FJ639732_AsianAmerican_VE_2005	VE	DENV2	AsianAmerican	2005.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
AY037116	DENV2_AY037116_Cosmopolitan_AU_1993	AU	DENV2	Cosmopolitan	1993.0	AUS	Oceania	Australia	Australia and New Zealand	Oceania	Australia and New Zealand	Developed	Oceania
JX567950	DENV2_JX567950_AsianAmerican_BR_2008	BR	DENV2	AsianAmerican	2008.0	BRA	Americas	Brazil	Latin America and the Caribbean	Americas	South America	Developing	South America
DQ181801	DENV2_DQ181801_American_TH_1990	TH	DENV2	American	1990.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ547064	DENV2_FJ547064_Asian_I_VN_2007	VN	DENV2	AsianI	2007.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FJ898453	DENV2_FJ898453_AsianAmerican_VI_2005	VI	DENV2	AsianAmerican	2005.0	VIR	Americas	United States Virgin Islands	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482605	DENV2_EU482605_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU569708	DENV2_EU569708_AsianAmerican_PR_1995	PR	DENV2	AsianAmerican	1995.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GQ199898	DENV2_GQ199898_AsianAmerican_NI_2001	NI	DENV2	AsianAmerican	2001.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ898438	DENV2_FJ898438_AsianAmerican_MX_2002	MX	DENV2	AsianAmerican	2002.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JX966379	DENV2_JX966379_American_MX_1994	MX	DENV2	American	1994.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
GQ868595	DENV2_GQ868595_AsianAmerican_VE_1991	VE	DENV2	AsianAmerican	1991.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
EU179859	DENV2_EU179859_Cosmopolitan_BN_2006	BN	DENV2	Cosmopolitan	2006.0	BRN	Asia	Brunei Darussalam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
KF704355	DENV2_KF704355_Asian_II_CU_1981	CU	DENV2	AsianII	1981.0	CUB	Americas	Cuba	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU920850	DENV2_EU920850_AsianAmerican_GP_2006	GP	DENV2	AsianAmerican	2006.0	GLP	Americas	Guadeloupe	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
GQ398297	DENV2_GQ398297_AsianAmerican_PR_1994	PR	DENV2	AsianAmerican	1994.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ196851	DENV2_FJ196851_Asian_I_CN_1998	CN	DENV2	AsianI	1998.0	CHN	Asia	China	Eastern Asia	Asia	Eastern Asia	Developing	Eastern Asia
AF100468	DENV2_AF100468_American_PE_1996	PE	DENV2	American	1996.0	PER	Americas	Peru	Latin America and the Caribbean	Americas	South America	Developing	South America
JF260983	DENV2_JF260983_Sylvatic_ES_2009	ES	DENV2	Sylvatic	2009.0	ESP	Europe	Spain	Southern Europe	Europe	Southern Europe	Developed	Europe
EU920835	DENV2_EU920835_AsianAmerican_GF_2002	GF	DENV2	AsianAmerican	2002.0	GUF	Americas	French Guiana	Latin America and the Caribbean	Americas	South America	Developing	South America
EU482652	DENV2_EU482652_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
FM210235	DENV2_FM210235_AsianAmerican_VN_2005	VN	DENV2	AsianAmerican	2005.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
M29095	DENV2_M29095_Asian_II_PG_1944	PG	DENV2	AsianII	1944.0	PNG	Oceania	Papua New Guinea	Melanesia	Oceania	Melanesia	Developing	Oceania
AF100462	DENV2_AF100462_Asian_I_TH_1995	TH	DENV2	AsianI	1995.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
M84727	DENV2_M84727__Asian_I_TH_1984	TH	DENV2	AsianI	1984.0	THA	Asia	Thailand	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GQ868638	DENV2_GQ868638_Asian_I_KH_2008	KH	DENV2	AsianI	2008.0	KHM	Asia	Cambodia	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
AY702039	DENV2_AY702039_AsianAmerican_CU_1997	CU	DENV2	AsianAmerican	1997.0	CUB	Americas	Cuba	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
FJ898439	DENV2_FJ898439_AsianAmerican_MX_2008	MX	DENV2	AsianAmerican	2008.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
FJ744741	DENV2_FJ744741_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482744	DENV2_EU482744_AsianAmerican_PR_1989	PR	DENV2	AsianAmerican	1989.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482545	DENV2_EU482545_AsianAmerican_PR_1998	PR	DENV2	AsianAmerican	1998.0	PRI	Americas	Puerto Rico	Latin America and the Caribbean	Americas	Caribbean	Developing	Caribbean
EU482607	DENV2_EU482607_AsianAmerican_VE_2007	VE	DENV2	AsianAmerican	2007.0	VEN	Americas	Venezuela (Bolivarian Republic of)	Latin America and the Caribbean	Americas	South America	Developing	South America
FM210236	DENV2_FM210236_AsianAmerican_VN_2004	VN	DENV2	AsianAmerican	2004.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482464	DENV2_EU482464_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
EU482661	DENV2_EU482661_Asian_I_VN_2006	VN	DENV2	AsianI	2006.0	VNM	Asia	Viet Nam	South-eastern Asia	Asia	South-eastern Asia	Developing	South-eastern Asia
GU369819	DENV2_GU369819_AsianAmerican_MX_2002	MX	DENV2	AsianAmerican	2002.0	MEX	Americas	Mexico	Latin America and the Caribbean	Americas	Central America	Developing	Central America
EU482634	DENV2_EU482634_AsianAmerican_NI_2006	NI	DENV2	AsianAmerican	2006.0	NIC	Americas	Nicaragua	Latin America and the Caribbean	Americas	Central America	Developing	Central America
JQ955623	DENV2_JQ955623_Cosmopolitan_IN_2009	IN	DENV2	Cosmopolitan	2009.0	IND	Asia	India	Southern Asia	Asia	Southern Asia	Developing	Southern Asia
