node	Loc	RTM184V
GU199531	Southern Africa ex SA	sensitive
KF716466	Central Africa	sensitive
HM119625	Central Africa	sensitive
KY111994	Southern Africa ex SA	sensitive
KM050706	Central Africa	sensitive
node_881	Central Africa	sensitive
FR666613	Central Africa	sensitive
DQ093604	South Africa	sensitive
AY829322	Southern Africa ex SA	sensitive
node_919	Southern Africa ex SA	sensitive
AF110974	Southern Africa ex SA	sensitive
AF110973	Southern Africa ex SA	sensitive
DQ826640	Asia	resistant
EF157888	Asia	sensitive
FJ907466	Asia	sensitive
FJ878944	Asia	sensitive
EF186978	Asia	resistant
DQ826638	Asia	sensitive
FJ653087	Europe	resistant
node_968	Central Africa	sensitive
AY228556	South Africa	sensitive
node_970	Central Africa	sensitive
HM119998	Central Africa	sensitive
node_973	Central Africa	sensitive
node_977	Central Africa	sensitive
node_977	Europe	
KM050687	Central Africa	sensitive
HM119869	Central Africa	sensitive
AY829272	Southern Africa ex SA	sensitive
node_987	Central Africa	sensitive
GQ433823	Central Africa	sensitive
node_992	Central Africa	sensitive
node_997	Central Africa	sensitive
node_1003	Central Africa	sensitive
node_1018	Central Africa	sensitive
node_1029	Central Africa	sensitive
node_1032	Central Africa	sensitive
node_1032	Europe	
GQ433844	Central Africa	sensitive
HM119895	Central Africa	sensitive
node_1057	Central Africa	sensitive
node_1078	Central Africa	sensitive
node_1082	Central Africa	sensitive
node_1083	Central Africa	sensitive
HM119617	Central Africa	sensitive
node_1087	Central Africa	sensitive
AY102506	Horn of Africa	sensitive
node_1089	Central Africa	sensitive
node_1089	Horn of Africa	
node_1089	Southern Africa ex SA	
node_1089	West Africa	
AM260311	East Africa	sensitive
KM050136	Central Africa	sensitive
AF411966	South Africa	sensitive
node_1106	Central Africa	sensitive
node_1108	Central Africa	sensitive
node_1110	Central Africa	sensitive
EU251831	East Africa	sensitive
KM050653	Central Africa	sensitive
AY043176	South Africa	sensitive
HM119740	Central Africa	sensitive
HM120095	Central Africa	sensitive
HM119939	Central Africa	sensitive
HM119979	Central Africa	sensitive
KT982201	North America	sensitive
DQ013271	West Africa	sensitive
HM119711	Central Africa	sensitive
HM120116	Central Africa	sensitive
node_1125	Central Africa	sensitive
EF602231	South Africa	sensitive
HM120028	Central Africa	sensitive
node_1130	Central Africa	sensitive
node_1131	Central Africa	sensitive
AY756825	Southern Africa ex SA	sensitive
node_1134	Southern Africa ex SA	sensitive
HM119987	Central Africa	sensitive
node_1136	Central Africa	sensitive
node_1143	East Africa	sensitive
node_1144	East Africa	sensitive
HM119954	Central Africa	sensitive
node_1146	Central Africa	sensitive
node_1146	Europe	
node_1149	Central Africa	sensitive
node_1151	Central Africa	sensitive
HM120101	Central Africa	sensitive
node_1153	Southern Africa ex SA	resistant
node_1531	Central Africa	sensitive
node_1540	Central Africa	sensitive
node_1544	Central Africa	sensitive
node_1947	Central Africa	sensitive
node_1952	Horn of Africa	sensitive
node_1961	Horn of Africa	sensitive
AY829324	Southern Africa ex SA	sensitive
node_1966	Central Africa	sensitive
node_1976	Central Africa	sensitive
HM119653	Central Africa	sensitive
GU199565	Southern Africa ex SA	sensitive
DQ093605	South Africa	sensitive
AY829312	Southern Africa ex SA	sensitive
node_1982	Southern Africa ex SA	sensitive
EU152414	South Africa	sensitive
DQ369994	South Africa	sensitive
HM120025	Central Africa	sensitive
KF716467	Central Africa	sensitive
HM120003	Central Africa	sensitive
HM119743	Central Africa	sensitive
HM119846	Central Africa	sensitive
KM050182	Central Africa	sensitive
GQ427131	Central Africa	sensitive
HM119821	Central Africa	sensitive
node_2052	Central Africa	sensitive
node_2053	Central Africa	sensitive
AF286234	East Africa	sensitive
AY589906	South Africa	sensitive
node_2083	Central Africa	sensitive
AY829306	Southern Africa ex SA	sensitive
node_2106	Central Africa	sensitive
node_2119	Central Africa	sensitive
DQ093590	South Africa	sensitive
node_2126	Central Africa	sensitive
node_2130	Central Africa	sensitive
HM119638	Central Africa	sensitive
node_2134	Central Africa	sensitive
KM050374	Central Africa	sensitive
GU324879	Europe	sensitive
node_2141	Central Africa	sensitive
EU244680	South Africa	sensitive
KM049926	Central Africa	sensitive
node_2193	Central Africa	sensitive
node_2305	Central Africa	sensitive
GU199555	Southern Africa ex SA	sensitive
AY136972	South Africa	sensitive
node_2314	Central Africa	sensitive
node_2860	Central Africa	sensitive
node_2887	Central Africa	sensitive
node_2888	Central Africa	sensitive
node_2900	Central Africa	sensitive
AY756853	Southern Africa ex SA	sensitive
node_2907	Central Africa	sensitive
node_2967	Central Africa	sensitive
KM050441	Central Africa	sensitive
node_3585	Central Africa	sensitive
node_3585	East Africa	
node_270	South Africa	sensitive
JN687640	South Africa	sensitive
node_278	South Africa	sensitive
node_309	South Africa	sensitive
node_315	South Africa	sensitive
node_318	South Africa	sensitive
DQ164117	South Africa	sensitive
FJ199747	South Africa	sensitive
AY136994	South Africa	sensitive
GQ399518	Europe	sensitive
node_327	South Africa	sensitive
node_330	South Africa	sensitive
AY878072	South Africa	sensitive
FJ199707	South Africa	sensitive
EU152426	South Africa	sensitive
EU152425	South Africa	sensitive
node_366	South Africa	sensitive
node_370	South Africa	sensitive
node_433	South Africa	sensitive
node_436	Southern Africa ex SA	sensitive
node_438	Southern Africa ex SA	sensitive
node_447	Southern Africa ex SA	sensitive
node_451	Southern Africa ex SA	sensitive
node_453	Southern Africa ex SA	sensitive
node_455	South Africa	sensitive
AY756831	Southern Africa ex SA	sensitive
GU199534	Southern Africa ex SA	sensitive
node_462	Southern Africa ex SA	sensitive
node_473	South Africa	sensitive
node_473	Southern Africa ex SA	
node_474	South Africa	sensitive
node_474	Southern Africa ex SA	
node_480	South Africa	sensitive
node_485	South Africa	sensitive
node_485	Southern Africa ex SA	
node_490	South Africa	sensitive
node_491	South Africa	sensitive
node_505	Central Africa	sensitive
node_506	Central Africa	sensitive
node_508	Central Africa	sensitive
node_508	Southern Africa ex SA	
node_509	Central Africa	sensitive
GQ400949	Europe	sensitive
GU253423	South Africa	sensitive
GQ433889	Central Africa	sensitive
node_533	Central Africa	sensitive
GQ427133	Central Africa	sensitive
KM050642	Central Africa	sensitive
EU854507	South Africa	resistant
EF602222	South Africa	sensitive
node_544	Central Africa	sensitive
node_544	South Africa	
node_546	Central Africa	sensitive
node_546	South Africa	
KM050447	Central Africa	sensitive
KM050448	Central Africa	sensitive
node_566	Central Africa	sensitive
node_568	Central Africa	sensitive
HM119897	Central Africa	sensitive
HM119641	Central Africa	sensitive
AY756830	Southern Africa ex SA	sensitive
node_582	Central Africa	sensitive
node_622	South Africa	sensitive
node_683	South Africa	sensitive
JN687650	South Africa	sensitive
node_711	South Africa	sensitive
node_717	South Africa	sensitive
node_722	South Africa	sensitive
FJ199674	South Africa	sensitive
DQ164112	South Africa	sensitive
AY901968	South Africa	sensitive
node_729	South Africa	sensitive
EU152450	South Africa	sensitive
node_732	South Africa	sensitive
node_761	South Africa	sensitive
node_765	South Africa	sensitive
AY589898	South Africa	sensitive
FJ199749	South Africa	sensitive
node_771	South Africa	sensitive
node_772	South Africa	sensitive
DQ275646	South Africa	sensitive
FJ199736	South Africa	sensitive
AY772690	South Africa	sensitive
node_782	South Africa	sensitive
AY196514	South Africa	sensitive
node_785	South Africa	sensitive
node_798	South Africa	sensitive
node_800	South Africa	sensitive
EF602200	South Africa	sensitive
node_802	Europe	sensitive
node_802	South Africa	
node_806	South Africa	sensitive
node_811	South Africa	sensitive
node_813	South Africa	sensitive
node_818	South Africa	sensitive
node_833	South Africa	sensitive
node_849	South Africa	sensitive
DQ396395	South Africa	sensitive
node_859	South Africa	sensitive
DQ396368	South Africa	sensitive
node_862	South Africa	sensitive
AY589886	South Africa	sensitive
AY136966	South Africa	sensitive
AM260272	East Africa	sensitive
KM050643	Central Africa	sensitive
AY829295	Southern Africa ex SA	sensitive
AF443102	Southern Africa ex SA	sensitive
GQ427128	Central Africa	sensitive
node_967	Central Africa	sensitive
HM119791	Central Africa	sensitive
KM050352	Central Africa	sensitive
AY829336	Southern Africa ex SA	sensitive
EU152411	South Africa	sensitive
HM191557	Europe	sensitive
KX907374	East Africa	sensitive
HM102331	Europe	sensitive
node_986	Central Africa	sensitive
KM050227	Central Africa	sensitive
node_991	Central Africa	sensitive
node_995	Central Africa	sensitive
node_996	Central Africa	sensitive
HM119732	Central Africa	sensitive
node_1002	Central Africa	sensitive
node_1004	Central Africa	sensitive
node_1017	Central Africa	sensitive
node_1027	Central Africa	sensitive
node_1028	Central Africa	sensitive
node_1030	Central Africa	sensitive
node_1030	Europe	
node_1031	Europe	sensitive
node_1045	Central Africa	sensitive
node_1056	Central Africa	sensitive
node_1059	Central Africa	sensitive
node_1077	Central Africa	sensitive
node_1080	Central Africa	sensitive
node_1081	Central Africa	sensitive
HM119688	Central Africa	sensitive
HM120059	Central Africa	sensitive
GQ399414	Europe	sensitive
node_1086	Central Africa	sensitive
node_1086	South Africa	
AM071443	Southern Africa ex SA	sensitive
AJ583715	West Africa	sensitive
DQ826627	Asia	sensitive
node_1105	Central Africa	sensitive
AY829278	Southern Africa ex SA	sensitive
FJ199722	South Africa	sensitive
KM049920	Central Africa	sensitive
node_1109	Central Africa	sensitive
node_1124	Central Africa	sensitive
HM119734	Central Africa	sensitive
AY756876	Southern Africa ex SA	sensitive
KM050071	Central Africa	sensitive
HM572408	East Africa	sensitive
HM119778	Central Africa	sensitive
EF602599	Southern Africa ex SA	sensitive
GU199582	Southern Africa ex SA	sensitive
AY756869	Southern Africa ex SA	sensitive
HM120077	Central Africa	sensitive
AY253320	East Africa	sensitive
HM572411	East Africa	sensitive
AF361874	East Africa	sensitive
AF286235	East Africa	sensitive
GQ398837	Europe	sensitive
KX907399	East Africa	sensitive
KX907366	East Africa	sensitive
KM050575	Central Africa	sensitive
KC156120	Southern Africa ex SA	sensitive
node_1150	Central Africa	sensitive
FJ445727	Southern Africa ex SA	sensitive
FJ445707	Southern Africa ex SA	resistant
node_1158	Central Africa	sensitive
node_1530	Central Africa	sensitive
node_1536	Central Africa	sensitive
node_1539	Central Africa	sensitive
node_1543	Central Africa	sensitive
KM050737	Central Africa	sensitive
node_1547	Central Africa	sensitive
node_1946	Central Africa	sensitive
node_1950	Europe	sensitive
node_1951	Horn of Africa	sensitive
node_1960	Horn of Africa	sensitive
GQ240966	Europe	sensitive
GQ433813	Central Africa	resistant
HM119772	Central Africa	sensitive
HM120087	Central Africa	sensitive
node_1975	Central Africa	sensitive
AF110961	Southern Africa ex SA	sensitive
AF110959	Southern Africa ex SA	sensitive
node_2049	Central Africa	sensitive
node_2051	Central Africa	sensitive
KM050462	Central Africa	sensitive
KM050641	Central Africa	sensitive
node_2065	Central Africa	sensitive
node_2082	Central Africa	sensitive
node_2093	Central Africa	sensitive
node_2105	Central Africa	sensitive
node_2111	Central Africa	sensitive
node_2118	Central Africa	sensitive
node_2124	Central Africa	sensitive
node_2125	Central Africa	sensitive
node_2128	Southern Africa ex SA	sensitive
node_2129	Central Africa	sensitive
HM119712	Central Africa	sensitive
node_2133	Central Africa	sensitive
node_2139	Central Africa	sensitive
node_2140	Central Africa	sensitive
node_2172	Central Africa	sensitive
node_2192	Central Africa	sensitive
node_2227	Central Africa	sensitive
node_2304	Central Africa	sensitive
node_2313	Central Africa	sensitive
AY165230	Europe	sensitive
node_2780	Central Africa	sensitive
node_2859	Central Africa	sensitive
node_2879	Central Africa	sensitive
node_2886	Central Africa	sensitive
KM049992	Central Africa	sensitive
AF443114	Southern Africa ex SA	sensitive
node_2891	Central Africa	sensitive
node_2899	Central Africa	sensitive
node_2906	East Africa	sensitive
HM119705	Central Africa	sensitive
node_2929	Central Africa	sensitive
node_2966	Central Africa	sensitive
node_3323	East Africa	sensitive
node_3584	South America	sensitive
node_266	South Africa	sensitive
node_269	South Africa	sensitive
node_277	South Africa	sensitive
FJ199750	South Africa	sensitive
node_280	South Africa	sensitive
node_308	South Africa	sensitive
node_314	South Africa	sensitive
AY901966	South Africa	sensitive
DQ011175	South Africa	sensitive
node_317	South Africa	sensitive
DQ093597	South Africa	sensitive
node_326	South Africa	sensitive
node_329	South Africa	sensitive
DQ351217	South Africa	sensitive
AY196507	South Africa	sensitive
node_365	South Africa	sensitive
node_367	South Africa	sensitive
node_369	South Africa	sensitive
node_431	South Africa	sensitive
node_432	South Africa	sensitive
AY756854	Southern Africa ex SA	sensitive
node_435	Southern Africa ex SA	sensitive
EF602590	Southern Africa ex SA	sensitive
GU199533	Southern Africa ex SA	sensitive
node_441	Southern Africa ex SA	sensitive
node_446	Southern Africa ex SA	sensitive
AF443107	Southern Africa ex SA	sensitive
GU199538	Southern Africa ex SA	sensitive
GU199537	Southern Africa ex SA	sensitive
node_452	South Africa	sensitive
EU152424	South Africa	sensitive
EU152423	South Africa	sensitive
GU199535	Southern Africa ex SA	sensitive
GU199532	Southern Africa ex SA	sensitive
node_469	South Africa	sensitive
node_469	Southern Africa ex SA	
node_472	South Africa	sensitive
node_472	Southern Africa ex SA	
HM119955	Central Africa	sensitive
EF602595	Southern Africa ex SA	sensitive
DQ011180	South Africa	sensitive
node_479	South Africa	sensitive
node_484	South Africa	sensitive
node_484	Southern Africa ex SA	
AY756874	Southern Africa ex SA	sensitive
HM191556	Europe	sensitive
GU253414	South Africa	sensitive
GQ399144	Europe	sensitive
EF602205	South Africa	sensitive
node_503	Central Africa	sensitive
node_503	Southern Africa ex SA	
node_504	Asia	sensitive
GQ433866	Central Africa	sensitive
HM120136	Central Africa	sensitive
FJ445717	Southern Africa ex SA	sensitive
KX907388	East Africa	sensitive
FJ445710	Southern Africa ex SA	sensitive
KM050243	Central Africa	sensitive
KM049904	Central Africa	sensitive
node_532	Europe	sensitive
node_541	South Africa	sensitive
node_543	Central Africa	sensitive
node_543	South Africa	
node_545	Central Africa	sensitive
node_545	South Africa	
EF602218	South Africa	sensitive
HM120126	Central Africa	sensitive
GU324882	Europe	resistant
KU168263	Central Africa	resistant
KU168263	Europe	
KU168263	South Africa	
KU168263	Southern Africa ex SA	
node_567	Central Africa	sensitive
HM119700	Central Africa	sensitive
node_581	Central Africa	sensitive
node_619	South Africa	sensitive
node_621	South Africa	sensitive
node_681	South Africa	sensitive
node_682	South Africa	sensitive
node_701	South Africa	sensitive
node_710	South Africa	sensitive
node_715	South Africa	sensitive
node_716	South Africa	sensitive
node_720	South Africa	sensitive
node_721	South Africa	sensitive
DQ275651	South Africa	sensitive
node_728	South Africa	sensitive
node_731	South Africa	sensitive
FJ199760	South Africa	sensitive
node_744	South Africa	sensitive
node_760	South Africa	sensitive
node_763	South Africa	sensitive
node_764	South Africa	sensitive
AY463222	South Africa	sensitive
AY136980	South Africa	sensitive
FJ199719	South Africa	sensitive
GU199540	Southern Africa ex SA	sensitive
node_777	South Africa	sensitive
node_781	South Africa	sensitive
AY772699	South Africa	sensitive
node_784	South Africa	sensitive
node_795	South Africa	sensitive
node_797	South Africa	sensitive
GQ399796	Europe	sensitive
node_799	South Africa	sensitive
HM102339	Europe	sensitive
JF683740	Europe	sensitive
JX140666	South Africa	sensitive
node_805	South Africa	sensitive
node_809	South Africa	sensitive
node_810	South Africa	sensitive
AY829297	Southern Africa ex SA	sensitive
FJ199746	South Africa	sensitive
node_814	South Africa	sensitive
node_817	South Africa	sensitive
node_828	South Africa	sensitive
node_832	South Africa	sensitive
node_836	South Africa	sensitive
node_848	South Africa	sensitive
node_858	South Africa	sensitive
DQ011170	South Africa	sensitive
AY878059	South Africa	sensitive
JX140668	South Africa	sensitive
HM119890	Central Africa	sensitive
node_966	Central Africa	sensitive
HM119937	Central Africa	sensitive
KM050751	Central Africa	sensitive
HM119865	Central Africa	sensitive
node_990	Central Africa	sensitive
node_990	South Africa	
GQ999979	South Africa	sensitive
node_994	Central Africa	sensitive
GQ433854	Central Africa	sensitive
HM119866	Central Africa	sensitive
node_1000	Central Africa	sensitive
node_1001	South Africa	sensitive
HM119964	Central Africa	sensitive
KX907375	East Africa	sensitive
node_1014	Central Africa	sensitive
node_1016	Central Africa	sensitive
node_1026	Central Africa	sensitive
AY102507	Horn of Africa	sensitive
HM119860	Central Africa	sensitive
HM119831	Central Africa	sensitive
FJ388913	Europe	resistant
EF602187	South Africa	sensitive
GQ400193	Europe	sensitive
GQ399972	Europe	sensitive
node_1042	Central Africa	sensitive
node_1044	Central Africa	sensitive
node_1047	Central Africa	sensitive
node_1055	Europe	resistant
node_1055		sensitive
EF602610	Southern Africa ex SA	sensitive
node_1058	Central Africa	sensitive
KM050691	Central Africa	sensitive
node_1076	Central Africa	sensitive
KM050020	Central Africa	sensitive
KM050671	Central Africa	sensitive
HM119999	Central Africa	sensitive
HM119873	Central Africa	sensitive
EU854561	South Africa	resistant
AY589919	South Africa	sensitive
HM119968	Central Africa	sensitive
HM119696	Central Africa	sensitive
GQ433810	Central Africa	sensitive
KM050131	Central Africa	sensitive
HM119811	Central Africa	sensitive
HM119698	Central Africa	sensitive
GQ433845	Central Africa	sensitive
GQ433827	Central Africa	sensitive
AY253312	East Africa	sensitive
node_1157	Central Africa	sensitive
node_1331	Central Africa	sensitive
node_1529	Central Africa	sensitive
node_1533	Central Africa	sensitive
node_1533	Southern Africa ex SA	
node_1535	Central Africa	sensitive
node_1537	Central Africa	sensitive
node_1538	Central Africa	sensitive
AY756827	Southern Africa ex SA	sensitive
node_1542	South Africa	sensitive
node_1545	Central Africa	sensitive
node_1546	Central Africa	sensitive
node_1938	Central Africa	sensitive
node_1945	Central Africa	sensitive
AY460120	Europe	sensitive
AY165207	Europe	sensitive
AB285816	Horn of Africa	sensitive
AY102491	Horn of Africa	sensitive
GQ400394	Europe	sensitive
node_1959	Horn of Africa	sensitive
HM119926	Central Africa	sensitive
KM050682	Central Africa	sensitive
AY165224	Europe	sensitive
HM119843	Central Africa	sensitive
HM119745	Central Africa	sensitive
node_2050	South Africa	sensitive
KM050744	Central Africa	sensitive
node_2064	Central Africa	sensitive
node_2079	Central Africa	sensitive
node_2081	Central Africa	sensitive
node_2090	Central Africa	sensitive
node_2092	Central Africa	sensitive
HM120107	Central Africa	sensitive
node_2104	Central Africa	sensitive
node_2110	Central Africa	sensitive
GQ427134	Central Africa	sensitive
node_2115	Central Africa	sensitive
node_2117	Central Africa	sensitive
HM119633	Central Africa	sensitive
node_2123	Central Africa	sensitive
FJ531453	Asia	sensitive
KM050721	Central Africa	sensitive
EF602588	Southern Africa ex SA	sensitive
AY756834	Southern Africa ex SA	sensitive
AB254154	Central Africa	sensitive
AB254153	Central Africa	sensitive
EU248333	Europe	sensitive
HM119996	Central Africa	sensitive
node_2138	Central Africa	sensitive
EF602614	Southern Africa ex SA	sensitive
KM050638	Central Africa	sensitive
KM050724	Central Africa	sensitive
node_2169	Central Africa	sensitive
node_2171	Central Africa	sensitive
node_2183	Central Africa	sensitive
node_2191	Central Africa	sensitive
node_2202	Central Africa	sensitive
node_2226	Central Africa	sensitive
node_2288	Central Africa	sensitive
node_2303	Central Africa	sensitive
node_2310	Central Africa	sensitive
node_2310	South Africa	
node_2312	Central Africa	sensitive
node_2737	Central Africa	sensitive
node_2779	Central Africa	sensitive
node_2851	Central Africa	sensitive
node_2858	Central Africa	sensitive
node_2872	Central Africa	sensitive
node_2878	Central Africa	sensitive
node_2880	Central Africa	sensitive
node_2880	Southern Africa ex SA	
node_2885	Central Africa	sensitive
node_2890	Central Africa	sensitive
AY253321	East Africa	sensitive
node_2892	Central Africa	sensitive
node_2892	Southern Africa ex SA	
node_2898	Central Africa	sensitive
node_2903	East Africa	sensitive
node_2905	East Africa	sensitive
node_2912	Central Africa	sensitive
node_2928	Central Africa	sensitive
node_2933	Central Africa	sensitive
node_2965	Central Africa	sensitive
node_3320	East Africa	sensitive
node_3322	East Africa	sensitive
DQ518479	South America	sensitive
node_3583	South America	resistant
node_3583		sensitive
node_261	South Africa	sensitive
node_265	South Africa	sensitive
DQ396381	South Africa	sensitive
node_268	South Africa	sensitive
node_273	South Africa	sensitive
node_276	South Africa	sensitive
AY136990	South Africa	sensitive
node_279	South Africa	sensitive
node_282	South Africa	sensitive
node_307	South Africa	sensitive
DQ369989	South Africa	sensitive
node_313	South Africa	sensitive
DQ275647	South Africa	sensitive
node_316	South Africa	sensitive
AY196503	South Africa	sensitive
node_325	South Africa	sensitive
DQ396390	South Africa	sensitive
node_328	South Africa	sensitive
AY463228	South Africa	sensitive
DQ011172	South Africa	sensitive
DQ011178	South Africa	sensitive
GU253425	South Africa	sensitive
AY136984	South Africa	sensitive
node_368	South Africa	sensitive
node_423	South Africa	sensitive
node_430	South Africa	sensitive
EF602211	South Africa	sensitive
EF602186	South Africa	sensitive
AY756823	Southern Africa ex SA	sensitive
node_434	South Africa	sensitive
EF602242	South Africa	sensitive
node_440	Southern Africa ex SA	sensitive
node_443	Southern Africa ex SA	sensitive
node_445	Southern Africa ex SA	sensitive
DQ396393	South Africa	sensitive
FJ199730	South Africa	sensitive
AY589888	South Africa	resistant
node_468	South Africa	sensitive
node_468	Southern Africa ex SA	
DQ369996	South Africa	sensitive
node_471	South Africa	sensitive
node_471	Southern Africa ex SA	
node_478	South Africa	sensitive
EF602214	South Africa	sensitive
node_482	South Africa	sensitive
node_482	Southern Africa ex SA	
node_483	South Africa	sensitive
AY829325	Southern Africa ex SA	sensitive
AY878070	South Africa	sensitive
EF186946	Asia	sensitive
DQ826597	Asia	sensitive
HM102332	Europe	sensitive
HM102330	Europe	sensitive
DQ093598	South Africa	sensitive
FJ199758	South Africa	sensitive
KM050115	Central Africa	sensitive
node_542	Europe	sensitive
EU293448	South Africa	sensitive
HM119642	Central Africa	sensitive
KM049982	Central Africa	sensitive
KM050254	Central Africa	sensitive
HM119884	Central Africa	sensitive
HM120030	Central Africa	sensitive
DQ056406	South Africa	sensitive
node_618	South Africa	sensitive
EF602185	South Africa	sensitive
node_620	South Africa	sensitive
node_638	South Africa	sensitive
node_680	South Africa	sensitive
DQ275645	South Africa	sensitive
DQ275654	South Africa	sensitive
AY772695	South Africa	sensitive
node_700	South Africa	sensitive
DQ396399	South Africa	sensitive
node_709	South Africa	sensitive
AY589899	South Africa	sensitive
node_714	South Africa	sensitive
node_714	Southern Africa ex SA	
DQ093601	South Africa	sensitive
AY589925	South Africa	sensitive
AY589926	South Africa	sensitive
node_719	South Africa	sensitive
FJ199673	South Africa	sensitive
GQ999985	South Africa	sensitive
node_727	South Africa	sensitive
DQ164116	South Africa	sensitive
DQ396376	South Africa	sensitive
AY136968	South Africa	sensitive
node_742	South Africa	sensitive
node_743	South Africa	sensitive
node_753	South Africa	sensitive
node_759	South Africa	sensitive
AY196499	South Africa	sensitive
node_762	South Africa	sensitive
AY196505	South Africa	sensitive
FJ199745	South Africa	sensitive
EF602184	South Africa	sensitive
node_776	South Africa	sensitive
AY137007	South Africa	sensitive
node_780	South Africa	sensitive
EU152444	South Africa	sensitive
EU152443	South Africa	sensitive
node_793	South Africa	sensitive
node_794	South Africa	sensitive
node_796	South Africa	sensitive
EU244677	South Africa	sensitive
EF602226	South Africa	sensitive
DQ369985	South Africa	sensitive
FJ199602	South Africa	sensitive
DQ369978	South Africa	sensitive
node_808	South Africa	sensitive
FJ199680	South Africa	sensitive
DQ164104	South Africa	sensitive
AY118165	South Africa	sensitive
DQ164114	South Africa	sensitive
AY196515	South Africa	sensitive
AY901978	South Africa	sensitive
node_816	South Africa	sensitive
DQ275653	South Africa	sensitive
AY136975	South Africa	sensitive
node_831	South Africa	sensitive
AY196513	South Africa	sensitive
EF602243	South Africa	sensitive
node_835	South Africa	sensitive
node_839	South Africa	sensitive
node_847	South Africa	sensitive
node_853	South Africa	sensitive
node_857	South Africa	sensitive
KM050068	Central Africa	sensitive
node_965	Central Africa	sensitive
AM071435	Southern Africa ex SA	sensitive
GU253400	South Africa	sensitive
AY165186	Europe	sensitive
node_993	Central Africa	sensitive
node_999	Europe	sensitive
HM119649	Central Africa	sensitive
EF602238	South Africa	sensitive
EF602236	South Africa	sensitive
HM119793	Central Africa	sensitive
node_1013	Central Africa	sensitive
HM119909	Central Africa	sensitive
node_1015	Central Africa	sensitive
AY787535	Asia	sensitive
HM119912	Central Africa	sensitive
HM119646	Central Africa	sensitive
node_1041	Central Africa	sensitive
HM191540	Europe	sensitive
node_1043	Central Africa	sensitive
DQ056417	South Africa	sensitive
node_1046	Central Africa	sensitive
node_1049	Europe	resistant
node_1049		sensitive
node_1054	Europe	resistant
node_1054		sensitive
KM050400	Central Africa	sensitive
AY734556	East Africa	sensitive
AF443101	Southern Africa ex SA	sensitive
node_1075	Central Africa	sensitive
AY589920	South Africa	sensitive
KM050229	Central Africa	sensitive
node_1165	Central Africa	sensitive
node_1330	Central Africa	sensitive
node_1348	Central Africa	sensitive
node_1528	Central Africa	sensitive
GU253406	South Africa	sensitive
node_1532	Southern Africa ex SA	sensitive
node_1534	Central Africa	sensitive
JN687629	South Africa	sensitive
GQ433838	Central Africa	sensitive
HM119841	Central Africa	sensitive
GQ427121	Central Africa	sensitive
KM050652	Central Africa	sensitive
DQ351232	South Africa	sensitive
FJ199720	South Africa	sensitive
EF602174	South Africa	sensitive
GQ433809	Central Africa	sensitive
AM040985	Central Africa	sensitive
AY255826	Europe	sensitive
KM050117	Central Africa	sensitive
node_1937	Central Africa	sensitive
GQ241015	Europe	sensitive
node_1944	Central Africa	sensitive
node_1958	Horn of Africa	sensitive
AB285793	Horn of Africa	sensitive
AY585268	South Africa	sensitive
AY838567	South Africa	sensitive
EF602173	South Africa	sensitive
node_2063	Central Africa	sensitive
node_2066	Central Africa	sensitive
node_2078	Central Africa	sensitive
GQ433836	Central Africa	sensitive
node_2080	Central Africa	sensitive
HM119922	Central Africa	sensitive
node_2089	Central Africa	sensitive
GQ427130	Central Africa	sensitive
node_2091	Central Africa	sensitive
node_2102	Central Africa	sensitive
node_2103	Central Africa	sensitive
KM050722	Central Africa	sensitive
node_2109	Central Africa	sensitive
node_2114	Central Africa	sensitive
HM119813	Central Africa	sensitive
KC156211	Southern Africa ex SA	sensitive
node_2116	Central Africa	sensitive
KM050394	Central Africa	sensitive
AY196509	South Africa	sensitive
GU253422	South Africa	sensitive
node_2137	Central Africa	sensitive
node_2151	Central Africa	sensitive
node_2168	Central Africa	sensitive
HM120129	Central Africa	sensitive
node_2170	Central Africa	sensitive
node_2180	Central Africa	sensitive
node_2182	Central Africa	sensitive
node_2188	Central Africa	sensitive
node_2190	Central Africa	sensitive
node_2200	Central Africa	sensitive
node_2201	Central Africa	sensitive
node_2217	Central Africa	sensitive
node_2225	Central Africa	sensitive
node_2230	Central Africa	sensitive
node_2287	Central Africa	sensitive
node_2297	Central Africa	sensitive
node_2302	Central Africa	sensitive
AY829287	Southern Africa ex SA	sensitive
node_2309	South Africa	sensitive
HM119997	Central Africa	sensitive
node_2311	Central Africa	sensitive
node_2316	Central Africa	sensitive
node_2736	Central Africa	sensitive
node_2763	Central Africa	sensitive
node_2778	Central Africa	sensitive
node_2800	Central Africa	sensitive
node_2850	Central Africa	sensitive
node_2852	Europe	sensitive
node_2857	Central Africa	sensitive
node_2868	Central Africa	sensitive
node_2871	Central Africa	sensitive
node_2875	Central Africa	sensitive
node_2877	Central Africa	sensitive
KC156119	Southern Africa ex SA	sensitive
KY112254	Southern Africa ex SA	sensitive
node_2882	Central Africa	sensitive
node_2884	Central Africa	sensitive
AY829301	Southern Africa ex SA	sensitive
HM119944	Central Africa	sensitive
AM071425	Southern Africa ex SA	sensitive
FJ445725	Southern Africa ex SA	sensitive
node_2896	Central Africa	sensitive
node_2897	Central Africa	sensitive
node_2897	Europe	
KX907398	East Africa	sensitive
KX907380	East Africa	sensitive
KX907415	East Africa	sensitive
node_2904	East Africa	sensitive
node_2909	Central Africa	sensitive
node_2911	Central Africa	sensitive
node_2916	Central Africa	sensitive
node_2927	Central Africa	sensitive
