node	Loc	RTM184V
AB285827	Horn of Africa	sensitive
AB285786	Horn of Africa	sensitive
GQ433835	Central Africa	sensitive
KM049965	Central Africa	sensitive
AB285802	Horn of Africa	sensitive
MF373158	Europe	sensitive
node_1633	Horn of Africa	sensitive
node_1637	Horn of Africa	sensitive
AY165205	Europe	sensitive
node_1643	Horn of Africa	sensitive
AY829314	Southern Africa ex SA	sensitive
node_1652	Central Africa	sensitive
EF602591	Southern Africa ex SA	sensitive
AY756836	Southern Africa ex SA	sensitive
AY463233	South Africa	sensitive
node_1656	Central Africa	sensitive
HM119665	Central Africa	sensitive
node_1660	Southern Africa ex SA	sensitive
HM119966	Central Africa	sensitive
KM050703	Central Africa	sensitive
node_1675	Central Africa	sensitive
node_1747	Central Africa	sensitive
node_1752	Central Africa	sensitive
node_1792	Central Africa	sensitive
KM050055	Central Africa	sensitive
node_1798	Central Africa	sensitive
node_1798	Southern Africa ex SA	
EU248490	Europe	sensitive
AY756872	Southern Africa ex SA	sensitive
DQ879070	Europe	sensitive
AF286225	Central Africa	sensitive
node_1846	Central Africa	sensitive
node_1852	Central Africa	sensitive
KM050092	Central Africa	sensitive
node_1866	Central Africa	sensitive
node_1866	South Africa	
node_1868	Central Africa	sensitive
node_1878	Central Africa	sensitive
KM050750	Central Africa	sensitive
KM050124	Central Africa	sensitive
node_2620	Asia	sensitive
node_2621	Asia	sensitive
node_2631	Asia	resistant
node_2644	Asia	resistant
node_2644		sensitive
FJ387048	Asia	sensitive
KC898980	Asia	sensitive
EF186949	Asia	sensitive
node_2673	Asia	resistant
node_2673		sensitive
EU158876	Asia	sensitive
node_2676	Asia	sensitive
JQ898242	Asia	resistant
KC870038	Asia	sensitive
node_2683	Asia	sensitive
JQ898261	Asia	sensitive
AY372167	Europe	sensitive
JQ898276	Asia	sensitive
FJ360882	Europe	sensitive
FJ360879	Europe	sensitive
EU251798	East Africa	sensitive
FJ389056	East Africa	sensitive
node_3019	East Africa	sensitive
AY435285	East Africa	sensitive
node_3053	East Africa	sensitive
node_3057	East Africa	sensitive
AM260268	East Africa	sensitive
KU319551	Horn of Africa	sensitive
AJ577965	Europe	resistant
AJ577964	Europe	resistant
KU319528	Horn of Africa	sensitive
AM260305	East Africa	sensitive
node_3079	Horn of Africa	sensitive
node_3080	Horn of Africa	sensitive
node_3101	Horn of Africa	sensitive
node_3121	Horn of Africa	sensitive
GU969541	Europe	sensitive
GQ399985	Europe	sensitive
DQ112999	Central America	sensitive
node_3141	Central America	sensitive
node_3158	Horn of Africa	sensitive
AB285756	Horn of Africa	sensitive
node_3166	Horn of Africa	sensitive
node_3167	Horn of Africa	sensitive
GU969550	Europe	sensitive
node_3175	Horn of Africa	sensitive
node_3178	Europe	sensitive
node_3182	Horn of Africa	sensitive
AF388154	East Africa	sensitive
node_3193	East Africa	sensitive
node_3195	East Africa	sensitive
node_3206	East Africa	sensitive
GQ400508	Europe	sensitive
node_3209	East Africa	sensitive
AM260241	East Africa	sensitive
node_3219	East Africa	sensitive
AM260306	East Africa	sensitive
AF447844	East Africa	sensitive
AB285777	Horn of Africa	sensitive
AY255823	Europe	sensitive
node_3229	Horn of Africa	sensitive
node_3231	Horn of Africa	sensitive
AB285814	Horn of Africa	sensitive
node_3235	Horn of Africa	sensitive
GQ400501	Europe	sensitive
AB285801	Horn of Africa	sensitive
GU969538	Europe	sensitive
node_3259	Horn of Africa	sensitive
node_3328	South America	resistant
node_3329	South America	resistant
FJ591302	South America	sensitive
node_3334	South America	resistant
FJ591293	South America	resistant
FJ591548	South America	resistant
FJ591268	South America	resistant
FJ591527	South America	resistant
node_3362	South America	resistant
node_3362		sensitive
node_3394	South America	resistant
node_3394		sensitive
HQ127526	South America	sensitive
node_3398	South America	resistant
node_3398		sensitive
FJ591555	South America	sensitive
node_3401	South America	sensitive
FJ591957	South America	sensitive
node_3404	South America	sensitive
EF120336	South America	sensitive
EU340711	South America	sensitive
DQ344001	South America	resistant
DQ518538	South America	sensitive
AF286228	South America	sensitive
node_3436	South America	sensitive
DQ518536	South America	sensitive
DQ518539	South America	sensitive
FJ591441	South America	resistant
node_3452	South America	sensitive
FJ591402	South America	sensitive
HQ127550	South America	sensitive
EF379176	South America	sensitive
HQ127462	South America	sensitive
node_3460	South America	resistant
node_3461	South America	resistant
EF379154	South America	resistant
FJ591731	South America	resistant
node_3469	South America	resistant
node_3470	South America	resistant
node_3472	South America	resistant
node_3472		sensitive
node_3479	South America	resistant
GQ862311	South America	sensitive
FJ591552	South America	resistant
node_3549	South America	resistant
node_3550	South America	resistant
node_3550		sensitive
DQ518527	South America	sensitive
FJ591466	South America	sensitive
FJ591578	South America	sensitive
HQ127603	South America	sensitive
node_3558	South America	resistant
FJ591597	South America	resistant
DQ878136	Europe	resistant
KM050762	Central Africa	sensitive
node_1209	Central Africa	sensitive
node_1223	Central Africa	sensitive
node_1228	Central Africa	sensitive
node_1243	Central Africa	sensitive
HM119902	Central Africa	sensitive
KM050416	Central Africa	sensitive
DQ275650	South Africa	sensitive
node_1364	South Africa	sensitive
node_1372	Central Africa	sensitive
node_1373	Central Africa	sensitive
AY162225	South Africa	sensitive
KM050699	Central Africa	sensitive
node_1432	Central Africa	sensitive
node_1439	Central Africa	sensitive
node_1447	Southern Africa ex SA	sensitive
node_1465	Southern Africa ex SA	sensitive
FR666649	Central Africa	sensitive
KM050084	Central Africa	sensitive
EU244674	South Africa	sensitive
KX907384	East Africa	sensitive
KM050508	Central Africa	sensitive
KM050057	Central Africa	sensitive
node_1491	Central Africa	sensitive
node_1496	South Africa	sensitive
EF602251	South Africa	sensitive
HM119713	Central Africa	sensitive
node_1565	Horn of Africa	sensitive
node_1571	Europe	sensitive
node_1571	Horn of Africa	
node_1586	Horn of Africa	sensitive
node_1587	Horn of Africa	sensitive
node_1589	Europe	sensitive
node_1591	Europe	sensitive
AB285766	Horn of Africa	sensitive
AY102510	Horn of Africa	sensitive
AB285838	Horn of Africa	sensitive
KU319533	Horn of Africa	sensitive
AY165208	Europe	sensitive
AB587103	Asia	sensitive
node_1618	Horn of Africa	sensitive
node_1632	Horn of Africa	sensitive
node_1636	Horn of Africa	sensitive
AY242581	Horn of Africa	sensitive
node_1642	Horn of Africa	sensitive
GU906870	Europe	sensitive
HM120014	Central Africa	sensitive
KM050644	Central Africa	sensitive
FR666650	Central Africa	sensitive
KU319543	Horn of Africa	sensitive
GU199563	Southern Africa ex SA	sensitive
AY756865	Southern Africa ex SA	sensitive
node_1668	Central Africa	sensitive
node_1674	Central Africa	sensitive
node_1743	Central Africa	sensitive
node_1746	Central Africa	sensitive
node_1750	Central Africa	sensitive
node_1751	Central Africa	sensitive
node_1760	Central Africa	sensitive
node_1791	Central Africa	sensitive
EF602611	Southern Africa ex SA	sensitive
EU693717	North America	sensitive
node_1845	Central Africa	sensitive
DQ113224	Central America	sensitive
node_1850	Central Africa	sensitive
node_1851	Central Africa	sensitive
node_1855	Central Africa	sensitive
node_1855	South Africa	
node_1865	Central Africa	sensitive
node_1865	South Africa	
HM120109	Central Africa	sensitive
HM119938	Central Africa	sensitive
node_1876	Central Africa	sensitive
node_1877	Central Africa	sensitive
node_2610	Asia	sensitive
node_2619	Asia	sensitive
DQ826659	Asia	resistant
DQ826645	Asia	sensitive
node_2627	Asia	resistant
node_2630	Asia	resistant
node_2634	Asia	resistant
node_2634		sensitive
node_2643	Asia	sensitive
node_2670	Asia	resistant
node_2672	Asia	resistant
node_2672		sensitive
node_2675	Asia	sensitive
HQ456671	Asia	resistant
JQ898254	Asia	sensitive
JQ898265	Asia	sensitive
KX907393	East Africa	sensitive
node_3018	East Africa	sensitive
node_3049	East Africa	sensitive
node_3052	East Africa	sensitive
node_3055	East Africa	sensitive
node_3056	East Africa	sensitive
node_3077	Horn of Africa	sensitive
node_3078	Europe	sensitive
node_3078	Horn of Africa	
AB285835	Horn of Africa	sensitive
KU319534	Horn of Africa	sensitive
node_3090	Horn of Africa	sensitive
node_3100	Horn of Africa	sensitive
node_3114	Horn of Africa	sensitive
node_3120	Horn of Africa	sensitive
node_3140	Central America	sensitive
DQ113129	Central America	sensitive
node_3154	Horn of Africa	sensitive
node_3157	Horn of Africa	sensitive
node_3157	North America	
node_3164	Horn of Africa	sensitive
node_3165	Horn of Africa	sensitive
AY165219	Europe	sensitive
AB285778	Horn of Africa	sensitive
node_3173	Horn of Africa	sensitive
node_3174	Europe	sensitive
MF373179	Europe	sensitive
node_3177	Europe	sensitive
node_3179	Horn of Africa	sensitive
node_3181	Europe	sensitive
node_3181	Horn of Africa	
node_3188	East Africa	sensitive
node_3192	East Africa	sensitive
EU251721	East Africa	sensitive
AM260257	East Africa	sensitive
MF373139	Europe	sensitive
node_3205	East Africa	sensitive
AM260320	East Africa	sensitive
EU693681	North America	sensitive
AM260252	East Africa	sensitive
node_3218	East Africa	sensitive
AM260247	East Africa	sensitive
MF373137	Europe	sensitive
node_3230	Horn of Africa	sensitive
MF373131	Europe	sensitive
node_3234	Horn of Africa	sensitive
DQ878954	Europe	sensitive
node_3240	Horn of Africa	sensitive
node_3258	Horn of Africa	sensitive
EF379212	South America	sensitive
FJ591388	South America	resistant
FJ591315	South America	resistant
HM534022	South America	sensitive
FJ591320	South America	resistant
FJ591303	South America	sensitive
node_3354	South America	resistant
node_3354		sensitive
node_3361	South America	resistant
node_3361		sensitive
node_3364	South America	resistant
node_3364		sensitive
node_3393	South America	resistant
node_3393		sensitive
EF379177	South America	sensitive
node_3397	Europe	sensitive
EU340754	South America	sensitive
AY213522	South America	sensitive
FJ591324	South America	sensitive
node_3403	South America	sensitive
node_3433	South America	sensitive
node_3435	South America	sensitive
HQ127529	South America	sensitive
HQ127521	South America	sensitive
node_3459	South America	resistant
FJ591557	South America	resistant
EU340725	South America	sensitive
FJ591592	South America	resistant
GQ401322	South America	sensitive
GQ401321	South America	sensitive
FJ591953	South America	resistant
GQ401304	South America	resistant
EF379159	South America	sensitive
FJ591456	South America	sensitive
node_3475	South America	resistant
node_3475		sensitive
node_3478	South America	resistant
node_3547	South America	resistant
node_3547		sensitive
node_3548	South America	resistant
FJ591853	South America	sensitive
FJ591417	South America	sensitive
node_3557	South America	resistant
HM534197	South America	sensitive
node_1201	Central Africa	sensitive
node_1208	Central Africa	sensitive
node_1220	Central Africa	sensitive
node_1222	Central Africa	sensitive
node_1225	Europe	sensitive
node_1227	Central Africa	sensitive
node_1229	Central Africa	sensitive
node_1242	Central Africa	sensitive
DQ275649	South Africa	sensitive
FJ199653	South Africa	sensitive
HM120011	Central Africa	sensitive
node_1371	Central Africa	sensitive
HM120075	Central Africa	sensitive
KM049964	Central Africa	sensitive
node_1431	Central Africa	sensitive
GQ241122	Europe	sensitive
node_1437	Central Africa	sensitive
node_1438	Europe	sensitive
node_1441	Southern Africa ex SA	sensitive
node_1446	Southern Africa ex SA	sensitive
node_1458	Southern Africa ex SA	sensitive
node_1464	Southern Africa ex SA	sensitive
JN687646	South Africa	sensitive
node_1490	Central Africa	sensitive
node_1493	South Africa	sensitive
node_1495	South Africa	resistant
node_1495		sensitive
AY165255	Europe	sensitive
node_1564	Horn of Africa	sensitive
node_1566	Europe	sensitive
node_1566	Horn of Africa	
node_1570	Europe	sensitive
node_1578	Horn of Africa	sensitive
node_1585	Horn of Africa	sensitive
AB285762	Horn of Africa	sensitive
GU969524	Europe	sensitive
GU326187	Europe	sensitive
AY165257	Europe	sensitive
GQ400149	Europe	sensitive
node_1590	Europe	sensitive
AB285819	Horn of Africa	sensitive
node_1617	Horn of Africa	sensitive
node_1625	Horn of Africa	sensitive
node_1631	Horn of Africa	sensitive
node_1634	Horn of Africa	sensitive
node_1635	Horn of Africa	sensitive
AB285817	Horn of Africa	sensitive
node_1641	Horn of Africa	sensitive
node_1665	Central Africa	sensitive
node_1667	Central Africa	sensitive
node_1673	Central Africa	sensitive
GQ400151	Europe	sensitive
KC156216	Southern Africa ex SA	sensitive
node_1742	Central Africa	sensitive
node_1744	Central Africa	sensitive
node_1745	Central Africa	sensitive
node_1749	Central Africa	sensitive
HM119861	Central Africa	sensitive
AB254148	Central Africa	sensitive
HM120019	Central Africa	sensitive
node_1754	Central Africa	sensitive
node_1759	Central Africa	sensitive
node_1787	Central Africa	sensitive
node_1790	Central Africa	sensitive
node_1844	Central Africa	sensitive
HM120103	Central Africa	sensitive
node_1848	Central Africa	sensitive
node_1849	Central Africa	sensitive
HM120084	Central Africa	sensitive
AM041017	Central Africa	sensitive
HM119664	Central Africa	sensitive
EU244679	South Africa	sensitive
node_1856	Southern Africa ex SA	sensitive
node_1864	Central Africa	sensitive
node_1864	South Africa	
node_1870	Central Africa	sensitive
node_1875	Central Africa	sensitive
EU251803	East Africa	sensitive
KM050240	Central Africa	sensitive
node_2609	Asia	sensitive
EF186940	Asia	sensitive
node_2612	Asia	sensitive
node_2618	Asia	sensitive
node_2625	Asia	resistant
node_2626	Asia	resistant
node_2628	Asia	resistant
node_2629	Asia	resistant
node_2632	Asia	sensitive
node_2633	Asia	resistant
node_2633		sensitive
node_2640	Asia	sensitive
node_2642	Asia	sensitive
EF186963	Asia	resistant
DQ826662	Asia	resistant
EF186954	Asia	sensitive
node_2671	Asia	resistant
node_2671		sensitive
AF067159	Asia	sensitive
AF067157	Asia	sensitive
GQ400993	Europe	sensitive
EU251760	East Africa	sensitive
node_3045	East Africa	sensitive
node_3048	East Africa	sensitive
EU251742	East Africa	sensitive
node_3051	East Africa	sensitive
EU251744	East Africa	sensitive
node_3054	East Africa	sensitive
EU251802	East Africa	sensitive
AF388136	East Africa	sensitive
AY242592	Horn of Africa	sensitive
node_3076	Horn of Africa	sensitive
GQ400400	Europe	sensitive
MF373145	Europe	sensitive
node_3087	Horn of Africa	sensitive
node_3089	Horn of Africa	sensitive
node_3092	Horn of Africa	sensitive
node_3099	Europe	sensitive
node_3099	Horn of Africa	
node_3103	Horn of Africa	sensitive
node_3113	Horn of Africa	sensitive
node_3119	Horn of Africa	sensitive
AY242591	Horn of Africa	sensitive
node_3136	Central America	sensitive
node_3139	Central America	sensitive
AB285764	Horn of Africa	sensitive
node_3153	Horn of Africa	sensitive
KF526226	North America	sensitive
node_3156	Central America	sensitive
node_3156	Europe	
node_3156	Horn of Africa	
node_3156	North America	
AB285810	Horn of Africa	sensitive
node_3163	Horn of Africa	sensitive
GQ398881	Europe	sensitive
AY789994	Horn of Africa	sensitive
AB285833	Horn of Africa	sensitive
node_3172	Horn of Africa	sensitive
GQ400273	Europe	sensitive
GQ400237	Europe	sensitive
EU248493	Europe	sensitive
GU324870	Europe	sensitive
AB285834	Horn of Africa	sensitive
AB285843	Horn of Africa	sensitive
GQ400816	Europe	sensitive
node_3180	Europe	resistant
node_3180		sensitive
EU306757	East Africa	sensitive
AF388102	East Africa	sensitive
HM037812	East Africa	sensitive
node_3191	East Africa	sensitive
node_3203	East Africa	sensitive
node_3204	East Africa	sensitive
node_3215	East Africa	sensitive
node_3217	East Africa	sensitive
KU319550	Horn of Africa	sensitive
KM050040	Central Africa	sensitive
node_3233	Horn of Africa	sensitive
MF373177	Europe	sensitive
AB285775	Horn of Africa	sensitive
node_3239	Horn of Africa	sensitive
node_3257	Horn of Africa	sensitive
AY102489	Horn of Africa	sensitive
node_3352	South America	resistant
node_3352		sensitive
node_3353	South America	resistant
node_3353		sensitive
node_3359	South America	resistant
node_3359		sensitive
node_3360	South America	resistant
node_3360		sensitive
FJ591444	South America	sensitive
node_3363	South America	sensitive
node_3388	South America	resistant
node_3388		sensitive
node_3392	South America	resistant
node_3392		sensitive
EU255509	Europe	sensitive
node_3396	Europe	sensitive
FJ591606	South America	sensitive
FJ591219	South America	sensitive
DQ518543	South America	sensitive
DQ518531	South America	sensitive
node_3434	South America	sensitive
HM534017	South America	sensitive
FJ591560	South America	resistant
FJ591217	South America	resistant
node_3473	South America	resistant
node_3473		sensitive
node_3474	South America	sensitive
FJ591414	South America	sensitive
node_3477	South America	resistant
AY213521	South America	sensitive
FJ591334	South America	sensitive
FJ591392	South America	resistant
FJ591279	South America	resistant
DQ518533	South America	sensitive
FJ591292	South America	resistant
node_1200	Central Africa	sensitive
GQ400592	Europe	sensitive
node_1206	Central Africa	sensitive
node_1207	Central Africa	sensitive
node_1215	Central Africa	sensitive
node_1219	Central Africa	sensitive
KM050624	Central Africa	sensitive
node_1221	Central Africa	sensitive
GQ400570	Europe	sensitive
MF373126	Europe	sensitive
KM049949	Central Africa	sensitive
node_1226	Central Africa	sensitive
KM050154	Central Africa	sensitive
HM119951	Central Africa	sensitive
node_1231	Central Africa	sensitive
node_1241	Europe	sensitive
EU251814	East Africa	sensitive
EU152459	South Africa	sensitive
HM120061	Central Africa	sensitive
FJ445731	Southern Africa ex SA	sensitive
node_1433	Europe	sensitive
node_1436	Central Africa	sensitive
HM102338	Europe	sensitive
HM102334	Europe	sensitive
AM071449	Southern Africa ex SA	sensitive
GU199576	Southern Africa ex SA	sensitive
node_1442	Southern Africa ex SA	sensitive
node_1445	Southern Africa ex SA	sensitive
GQ400542	Europe	sensitive
node_1457	Southern Africa ex SA	sensitive
node_1461	Southern Africa ex SA	sensitive
node_1463	Southern Africa ex SA	sensitive
node_1488	Central Africa	sensitive
node_1489	Central Africa	sensitive
EU244659	South Africa	sensitive
node_1492	South Africa	sensitive
EU854487	South Africa	resistant
EU854487		sensitive
node_1494	South Africa	resistant
node_1563	Horn of Africa	sensitive
AY359513	Europe	sensitive
KM050719	Central Africa	sensitive
GQ399666	Europe	sensitive
node_1567	Europe	sensitive
node_1569	Europe	sensitive
node_1576	Horn of Africa	sensitive
node_1577	Horn of Africa	sensitive
node_1583	Horn of Africa	sensitive
node_1584	Horn of Africa	sensitive
MF373170	Europe	sensitive
MF373171	Europe	sensitive
node_1616	Horn of Africa	sensitive
AB285805	Horn of Africa	sensitive
AM285286	Europe	sensitive
node_1624	Horn of Africa	sensitive
node_1630	Horn of Africa	sensitive
EU673374	Europe	sensitive
DQ113379	Central America	sensitive
KU319546	Horn of Africa	sensitive
AY795906	Horn of Africa	sensitive
AY790007	Horn of Africa	sensitive
node_1640	Horn of Africa	sensitive
AY359514	Europe	sensitive
KM050736	Central Africa	sensitive
node_1664	Central Africa	sensitive
EF602607	Southern Africa ex SA	sensitive
node_1666	Central Africa	sensitive
node_1672	Central Africa	sensitive
HM120055	Central Africa	sensitive
node_1737	Central Africa	sensitive
node_1741	Central Africa	sensitive
HM119764	Central Africa	sensitive
HM119724	Central Africa	sensitive
HM120085	Central Africa	sensitive
HM119911	Central Africa	sensitive
AY589877	South Africa	resistant
KM050664	Central Africa	sensitive
node_1753	Central Africa	sensitive
AB285836	Horn of Africa	sensitive
node_1755	Central Africa	sensitive
node_1758	Central Africa	sensitive
node_1765	Central Africa	sensitive
node_1786	Central Africa	sensitive
node_1788	Central Africa	sensitive
node_1789	Central Africa	sensitive
HM119622	Central Africa	sensitive
node_1843	Central Africa	sensitive
node_1847	Central Africa	sensitive
GQ433886	Central Africa	sensitive
HM119808	Central Africa	sensitive
HM120062	Central Africa	sensitive
AY829277	Southern Africa ex SA	sensitive
AF443096	Southern Africa ex SA	sensitive
node_1863	South Africa	sensitive
AY694266	Europe	sensitive
node_1869	Central Africa	sensitive
KX907391	East Africa	sensitive
node_1871	Central Africa	sensitive
node_1874	Central Africa	sensitive
node_2328	Asia	sensitive
node_2608	Asia	sensitive
DQ826615	Asia	sensitive
node_2611	Asia	sensitive
node_2614	Asia	sensitive
node_2617	Asia	sensitive
node_2623	Asia	resistant
node_2624	Asia	resistant
DQ826660	Asia	sensitive
KU341731	Asia	sensitive
EF186969	Asia	resistant
EF186970	Asia	resistant
EU110079	Asia	sensitive
DQ826637	Asia	resistant
FJ878965	Asia	sensitive
KF835515	Asia	sensitive
EF186936	Asia	sensitive
EU781843	Asia	resistant
node_2639	Asia	sensitive
EU683793	Asia	sensitive
KU341723	Asia	sensitive
node_2641	Asia	sensitive
EF186932	Asia	resistant
FJ907488	Asia	sensitive
node_3037	East Africa	sensitive
node_3044	East Africa	sensitive
node_3047	East Africa	sensitive
KX907416	East Africa	sensitive
HM572403	East Africa	sensitive
node_3050	East Africa	sensitive
GQ399200	Europe	sensitive
EU251804	East Africa	sensitive
AB285812	Horn of Africa	sensitive
node_3075	Horn of Africa	sensitive
node_3085	Horn of Africa	sensitive
node_3086	Horn of Africa	sensitive
node_3088	Horn of Africa	sensitive
AB285772	Horn of Africa	sensitive
node_3091	Europe	sensitive
node_3091	Horn of Africa	
AB285784	Horn of Africa	sensitive
node_3093	Europe	sensitive
node_3098	Europe	sensitive
node_3098	Horn of Africa	
node_3102	Horn of Africa	sensitive
AB285804	Horn of Africa	sensitive
DQ113042	Central America	resistant
node_3112	Horn of Africa	sensitive
node_3117	Horn of Africa	sensitive
node_3118	Horn of Africa	sensitive
node_3132	Central America	sensitive
node_3135	Central America	resistant
node_3135		sensitive
DQ113094	Central America	sensitive
node_3138	Central America	sensitive
AB285782	Horn of Africa	sensitive
node_3152	Horn of Africa	sensitive
AY165225	Europe	sensitive
node_3155	Central America	sensitive
node_3160	Horn of Africa	sensitive
node_3162	Horn of Africa	sensitive
AB285808	Horn of Africa	sensitive
AY102486	Horn of Africa	sensitive
DQ878592	Europe	resistant
MF373192	Europe	resistant
node_3190	East Africa	sensitive
DQ079829	East Africa	sensitive
node_3199	East Africa	sensitive
node_3202	East Africa	sensitive
HM572410	East Africa	sensitive
HM572409	East Africa	sensitive
node_3211	East Africa	sensitive
node_3214	East Africa	sensitive
AM260232	East Africa	sensitive
node_3216	East Africa	sensitive
AB285809	Horn of Africa	sensitive
GQ400651	Europe	sensitive
AB285821	Horn of Africa	sensitive
AB285781	Horn of Africa	sensitive
node_3250	Horn of Africa	sensitive
node_3256	Horn of Africa	sensitive
node_3350	South America	resistant
node_3350		sensitive
node_3351	South America	sensitive
EF379199	South America	sensitive
FJ591594	South America	resistant
node_3355	South America	resistant
node_3355		sensitive
node_3358	South America	resistant
node_3358		sensitive
EF379207	South America	sensitive
HQ127522	South America	sensitive
FJ591541	South America	sensitive
FJ591215	South America	sensitive
node_3386	South America	resistant
node_3386		sensitive
node_3387	South America	resistant
node_3387		sensitive
node_3390	South America	resistant
node_3390		sensitive
node_3391	South America	resistant
node_3391		sensitive
GQ241016	Europe	sensitive
GQ240958	Europe	sensitive
FJ591899	South America	sensitive
FJ591836	South America	sensitive
HM534122	South America	sensitive
EF379181	South America	sensitive
FJ591967	South America	sensitive
FJ591489	South America	sensitive
FJ591277	South America	resistant
node_3476	South America	resistant
node_1194	Central Africa	sensitive
node_1199	East Africa	sensitive
node_1205	Central Africa	sensitive
HM120046	Central Africa	resistant
KM050022	Central Africa	sensitive
KM050151	Central Africa	sensitive
node_1214	Central Africa	sensitive
GQ433874	Central Africa	sensitive
node_1217	Central Africa	sensitive
node_1218	Central Africa	sensitive
KM050121	Central Africa	sensitive
KM050625	Central Africa	sensitive
HM119729	Central Africa	sensitive
KM050133	Central Africa	sensitive
HM119773	Central Africa	sensitive
node_1230	South Africa	sensitive
node_1240	Europe	sensitive
AY749172	Europe	sensitive
AY165215	Europe	sensitive
AY165214	Europe	sensitive
AY589916	South Africa	sensitive
node_1435	Central Africa	sensitive
AM071412	Southern Africa ex SA	sensitive
AM071434	Southern Africa ex SA	sensitive
node_1444	Southern Africa ex SA	sensitive
AM071427	Southern Africa ex SA	sensitive
node_1454	Southern Africa ex SA	sensitive
node_1456	Southern Africa ex SA	sensitive
node_1460	Southern Africa ex SA	sensitive
EU248523	Europe	sensitive
GU199573	Southern Africa ex SA	sensitive
node_1462	Southern Africa ex SA	sensitive
AY734559	East Africa	sensitive
KM050748	Central Africa	sensitive
GQ433867	Central Africa	sensitive
KM050439	Central Africa	sensitive
EU244661	South Africa	sensitive
EU244660	South Africa	sensitive
EU854490	South Africa	resistant
EU854488	South Africa	resistant
AB285768	Horn of Africa	sensitive
KU319544	Horn of Africa	sensitive
AB285753	Horn of Africa	sensitive
GQ400646	Europe	sensitive
HM191538	Europe	sensitive
node_1568	Europe	sensitive
KU319531	Horn of Africa	sensitive
node_1575	Horn of Africa	sensitive
AB285760	Horn of Africa	sensitive
AY242582	Horn of Africa	sensitive
node_1582	Horn of Africa	sensitive
AB285783	Horn of Africa	sensitive
DQ164121	South Africa	sensitive
MF373156	Europe	sensitive
AB285800	Horn of Africa	sensitive
AB285794	Horn of Africa	sensitive
node_1619	Horn of Africa	sensitive
node_1623	Horn of Africa	sensitive
node_1628	Horn of Africa	sensitive
node_1629	Horn of Africa	sensitive
AB285767	Horn of Africa	sensitive
node_1639	Horn of Africa	sensitive
HM119921	Central Africa	sensitive
MF373135	Europe	sensitive
AF443115	Southern Africa ex SA	sensitive
HM119823	Central Africa	sensitive
node_1671	Central Africa	sensitive
KM050500	Central Africa	sensitive
node_1684	Central Africa	sensitive
node_1684	Europe	
node_1736	Central Africa	sensitive
GQ427140	Central Africa	sensitive
node_1740	Central Africa	sensitive
EF602623	Southern Africa ex SA	sensitive
GQ433859	Central Africa	sensitive
HM119752	Central Africa	sensitive
EF602204	South Africa	sensitive
HM119826	Central Africa	sensitive
node_1757	Central Africa	sensitive
node_1763	Central Africa	sensitive
node_1764	Central Africa	sensitive
node_1783	Central Africa	sensitive
node_1785	Central Africa	sensitive
HM120040	Central Africa	sensitive
HM119660	Central Africa	sensitive
HM119981	Central Africa	sensitive
KM050670	Central Africa	sensitive
HM119671	Central Africa	sensitive
KX907339	East Africa	sensitive
GQ433826	Central Africa	sensitive
KM050005	Central Africa	sensitive
node_1860	South Africa	sensitive
node_1862	South Africa	sensitive
HM119956	Central Africa	sensitive
HM119925	Central Africa	sensitive
AM041034	Central Africa	sensitive
HM120038	Central Africa	sensitive
node_1873	Central Africa	sensitive
GQ433876	Central Africa	sensitive
EU110072	Asia	sensitive
EF186952	Asia	sensitive
node_2605	Asia	sensitive
node_2607	Asia	sensitive
DQ826598	Asia	sensitive
FJ878943	Asia	sensitive
EF186960	Asia	sensitive
node_2613	Asia	sensitive
node_2616	Asia	sensitive
EU484322	Asia	sensitive
EF186939	Asia	sensitive
DQ826657	Asia	resistant
EF186962	Asia	resistant
HQ456669	Asia	resistant
EF186938	Asia	sensitive
node_2638	Asia	sensitive
EU158882	Asia	sensitive
EU484324	Asia	sensitive
node_3028	East Africa	sensitive
node_3036	East Africa	sensitive
node_3038	East Africa	resistant
node_3038		sensitive
node_3043	East Africa	sensitive
EU251746	East Africa	sensitive
node_3046	East Africa	sensitive
EU251776	East Africa	sensitive
GQ409590	East Africa	resistant
node_3074	Horn of Africa	sensitive
AB285841	Horn of Africa	sensitive
node_3084	Horn of Africa	sensitive
AY242594	Horn of Africa	sensitive
AB285774	Horn of Africa	sensitive
DQ055217	Europe	sensitive
AB285826	Horn of Africa	sensitive
AY242586	Horn of Africa	sensitive
GQ400504	Europe	sensitive
GQ400158	Europe	sensitive
GQ398966	Europe	sensitive
GQ400950	Europe	sensitive
AY789999	Horn of Africa	sensitive
node_3097	Europe	sensitive
node_3097	Horn of Africa	
AF447839	Horn of Africa	sensitive
AB485643	Horn of Africa	sensitive
node_3110	Horn of Africa	sensitive
node_3111	Horn of Africa	sensitive
node_3115	Horn of Africa	sensitive
node_3116	Horn of Africa	sensitive
AB285779	Horn of Africa	sensitive
GQ399501	Europe	sensitive
node_3130	Central America	sensitive
node_3131	Central America	sensitive
node_3134	Central America	resistant
node_3134		sensitive
DQ113348	Central America	resistant
DQ113243	Central America	sensitive
node_3137	Central America	sensitive
AY102498	Horn of Africa	sensitive
AY102497	Horn of Africa	sensitive
DQ113165	Central America	sensitive
DQ113111	Central America	sensitive
AF447841	Horn of Africa	sensitive
U46016	Horn of Africa	sensitive
AM260239	East Africa	sensitive
node_3161	Horn of Africa	sensitive
