parameter	value
pastml_version	1.9.50
character	Country_ACCTRAN
num_nodes	305
num_scenarios	8
num_states_per_node_avg	1.0098360655737706
num_tips	154
num_unresolved_nodes	3
percentage_of_unresolved_nodes	0.9836065573770492
steps	31
method	ACCTRAN
