,Afghanistan,Algeria,Argentina,Austria,Azerbaijan,Bangladesh,Belgium,Benin,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Czech Republic,Democratic Republic of the Congo,Dominican Republic,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Laos,Latvia,Lebanon,Liberia,Lithuania,Macedonia,Madagascar,Malaysia,Mali,Mauritania,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Niger,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Svalbard,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,USA,Viet Nam,Zaire,Zambia,Zimbabwe
Afghanistan,0.001,1.6067380923256965e-07,6.237575674365235e-08,1.553875133958547e-07,3.04595194367719e-07,0.001,1.553875133958547e-07,1.1600765800882102e-07,0.001,1.725053056643599e-07,1.24352338912691e-07,6.237575674365235e-08,2.2051020292202112e-07,1.1600765800882102e-07,1.7956269912915196e-07,2.702899275652735e-07,1.48432756356423e-07,9.431998719084027e-08,1.48432756356423e-07,1.48432756356423e-07,6.237575674365235e-08,2.35150920094436e-07,6.237575674365235e-08,6.543700521154625e-08,1.1600765800882102e-07,1.725053056643599e-07,7.098330416848066e-08,2.2051020292202112e-07,1.48432756356423e-07,7.098330416848066e-08,1.6067380923256965e-07,6.543700521154625e-08,1.48432756356423e-07,1.6998360697088591e-07,1.7956269912915196e-07,1.6998360697088591e-07,1.553875133958547e-07,1.48432756356423e-07,1.1600765800882102e-07,3.04595194367719e-07,1.553875133958547e-07,1.1600765800882102e-07,1.725053056643599e-07,9.431998719084027e-08,7.098330416848066e-08,6.543700521154625e-08,1.1600765800882102e-07,7.098330416848066e-08,6.543700521154625e-08,2.2051020292202112e-07,0.001,2.702899275652735e-07,0.001,3.04595194367719e-07,3.04595194367719e-07,1.725053056643599e-07,2.35150920094436e-07,3.04595194367719e-07,4.708061659943275e-07,1.7956269912915196e-07,2.702899275652735e-07,1.6998360697088591e-07,3.04595194367719e-07,1.1600765800882102e-07,1.6998360697088591e-07,1.725053056643599e-07,1.7956269912915196e-07,2.702899275652735e-07,1.1600765800882102e-07,1.1600765800882102e-07,6.543700521154625e-08,2.35150920094436e-07,1.725053056643599e-07,1.6067380923256965e-07,1.7956269912915196e-07,2.702899275652735e-07,1.24352338912691e-07,0.001,1.1600765800882102e-07,1.1600765800882102e-07,1.6998360697088591e-07,3.04595194367719e-07,0.001,6.237575674365235e-08,6.237575674365235e-08,2.702899275652735e-07,2.2051020292202112e-07,3.04595194367719e-07,1.48432756356423e-07,2.2051020292202112e-07,2.2051020292202112e-07,1.7956269912915196e-07,3.04595194367719e-07,1.1600765800882102e-07,1.725053056643599e-07,1.1600765800882102e-07,1.725053056643599e-07,1.7956269912915196e-07,1.24352338912691e-07,2.35150920094436e-07,1.725053056643599e-07,0.001,1.6067380923256965e-07,1.6998360697088591e-07,1.553875133958547e-07,3.04595194367719e-07,2.35150920094436e-07,4.708061659943275e-07,1.7956269912915196e-07,2.702899275652735e-07,1.6067380923256965e-07,3.04595194367719e-07,1.7956269912915196e-07,2.2051020292202112e-07,3.04595194367719e-07,1.6998360697088591e-07,9.431998719084027e-08,2.702899275652735e-07,1.48432756356423e-07,1.7956269912915196e-07,1.7956269912915196e-07
Algeria,1.6067380923256965e-07,0.001,1.0133358566130746e-07,4.139427467668838e-07,3.3878230516619953e-07,1.6067380923256965e-07,4.139427467668838e-07,3.8754912631917674e-07,1.6067380923256965e-07,5.751374504484346e-07,1.7328789233937284e-07,1.0133358566130746e-07,3.290825121830446e-07,3.8754912631917674e-07,2.2804969857602515e-07,1.0077268511995287e-07,3.7648492857960244e-07,1.3213391912541147e-07,3.7648492857960244e-07,3.7648492857960244e-07,1.0133358566130746e-07,1.0418506110234917e-07,1.0133358566130746e-07,9.484815196482228e-08,3.8754912631917674e-07,5.751374504484346e-07,1.1620814529260744e-07,3.290825121830446e-07,3.7648492857960244e-07,1.1620814529260744e-07,0.001,9.484815196482228e-08,3.7648492857960244e-07,2.6163805727496193e-07,2.2804969857602515e-07,2.6163805727496193e-07,4.139427467668838e-07,3.7648492857960244e-07,3.8754912631917674e-07,3.3878230516619953e-07,4.139427467668838e-07,3.8754912631917674e-07,5.751374504484346e-07,1.3213391912541147e-07,1.1620814529260744e-07,9.484815196482228e-08,3.8754912631917674e-07,1.1620814529260744e-07,9.484815196482228e-08,3.290825121830446e-07,1.6067380923256965e-07,1.0077268511995287e-07,1.6067380923256965e-07,3.3878230516619953e-07,3.3878230516619953e-07,5.751374504484346e-07,1.0418506110234917e-07,3.3878230516619953e-07,1.886650838445934e-07,2.2804969857602515e-07,1.0077268511995287e-07,2.6163805727496193e-07,3.3878230516619953e-07,3.8754912631917674e-07,2.6163805727496193e-07,5.751374504484346e-07,2.2804969857602515e-07,1.0077268511995287e-07,3.8754912631917674e-07,3.8754912631917674e-07,9.484815196482228e-08,1.0418506110234917e-07,5.751374504484346e-07,0.001,2.2804969857602515e-07,1.0077268511995287e-07,1.7328789233937284e-07,1.6067380923256965e-07,3.8754912631917674e-07,3.8754912631917674e-07,2.6163805727496193e-07,3.3878230516619953e-07,1.6067380923256965e-07,1.0133358566130746e-07,1.0133358566130746e-07,1.0077268511995287e-07,3.290825121830446e-07,3.3878230516619953e-07,3.7648492857960244e-07,3.290825121830446e-07,3.290825121830446e-07,2.2804969857602515e-07,3.3878230516619953e-07,3.8754912631917674e-07,5.751374504484346e-07,3.8754912631917674e-07,5.751374504484346e-07,2.2804969857602515e-07,1.7328789233937284e-07,1.0418506110234917e-07,5.751374504484346e-07,1.6067380923256965e-07,0.001,2.6163805727496193e-07,4.139427467668838e-07,3.3878230516619953e-07,1.0418506110234917e-07,1.886650838445934e-07,2.2804969857602515e-07,1.0077268511995287e-07,0.001,3.3878230516619953e-07,2.2804969857602515e-07,3.290825121830446e-07,3.3878230516619953e-07,2.6163805727496193e-07,1.3213391912541147e-07,1.0077268511995287e-07,3.7648492857960244e-07,2.2804969857602515e-07,2.2804969857602515e-07
Argentina,6.237575674365235e-08,1.0133358566130746e-07,0.001,9.766713740430463e-08,7.802369310419413e-08,6.237575674365235e-08,9.766713740430463e-08,1.348811438880539e-07,6.237575674365235e-08,9.405610272044893e-08,1.1091343527664071e-07,0.001,8.22768421736869e-08,1.348811438880539e-07,9.031450440305225e-08,5.2122190199751614e-08,1.0610231436341873e-07,1.2121480988764287e-07,1.0610231436341873e-07,1.0610231436341873e-07,0.001,5.584263658506971e-08,0.001,2.2269312491935518e-07,1.348811438880539e-07,9.405610272044893e-08,2.5505807052155757e-07,8.22768421736869e-08,1.0610231436341873e-07,2.5505807052155757e-07,1.0133358566130746e-07,2.2269312491935518e-07,1.0610231436341873e-07,8.792027031974543e-08,9.031450440305225e-08,8.792027031974543e-08,9.766713740430463e-08,1.0610231436341873e-07,1.348811438880539e-07,7.802369310419413e-08,9.766713740430463e-08,1.348811438880539e-07,9.405610272044893e-08,1.2121480988764287e-07,2.5505807052155757e-07,2.2269312491935518e-07,1.348811438880539e-07,2.5505807052155757e-07,2.2269312491935518e-07,8.22768421736869e-08,6.237575674365235e-08,5.2122190199751614e-08,6.237575674365235e-08,7.802369310419413e-08,7.802369310419413e-08,9.405610272044893e-08,5.584263658506971e-08,7.802369310419413e-08,6.698899990092903e-08,9.031450440305225e-08,5.2122190199751614e-08,8.792027031974543e-08,7.802369310419413e-08,1.348811438880539e-07,8.792027031974543e-08,9.405610272044893e-08,9.031450440305225e-08,5.2122190199751614e-08,1.348811438880539e-07,1.348811438880539e-07,2.2269312491935518e-07,5.584263658506971e-08,9.405610272044893e-08,1.0133358566130746e-07,9.031450440305225e-08,5.2122190199751614e-08,1.1091343527664071e-07,6.237575674365235e-08,1.348811438880539e-07,1.348811438880539e-07,8.792027031974543e-08,7.802369310419413e-08,6.237575674365235e-08,0.001,0.001,5.2122190199751614e-08,8.22768421736869e-08,7.802369310419413e-08,1.0610231436341873e-07,8.22768421736869e-08,8.22768421736869e-08,9.031450440305225e-08,7.802369310419413e-08,1.348811438880539e-07,9.405610272044893e-08,1.348811438880539e-07,9.405610272044893e-08,9.031450440305225e-08,1.1091343527664071e-07,5.584263658506971e-08,9.405610272044893e-08,6.237575674365235e-08,1.0133358566130746e-07,8.792027031974543e-08,9.766713740430463e-08,7.802369310419413e-08,5.584263658506971e-08,6.698899990092903e-08,9.031450440305225e-08,5.2122190199751614e-08,1.0133358566130746e-07,7.802369310419413e-08,9.031450440305225e-08,8.22768421736869e-08,7.802369310419413e-08,8.792027031974543e-08,1.2121480988764287e-07,5.2122190199751614e-08,1.0610231436341873e-07,9.031450440305225e-08,9.031450440305225e-08
Austria,1.553875133958547e-07,4.139427467668838e-07,9.766713740430463e-08,0.001,2.815919484362537e-07,1.553875133958547e-07,0.001,2.3742913706248567e-07,1.553875133958547e-07,1.0982373795468545e-06,1.2216128570635672e-07,9.766713740430463e-08,5.140855901848794e-07,2.3742913706248567e-07,1.5080748143698097e-07,1.0149370436826583e-07,1.9717658018075075e-07,1.839135149678658e-07,1.9717658018075075e-07,1.9717658018075075e-07,9.766713740430463e-08,1.1712439626003127e-07,9.766713740430463e-08,1.0769621003128483e-07,2.3742913706248567e-07,1.0982373795468545e-06,1.2995017291781167e-07,5.140855901848794e-07,1.9717658018075075e-07,1.2995017291781167e-07,4.139427467668838e-07,1.0769621003128483e-07,1.9717658018075075e-07,6.215458886063083e-07,1.5080748143698097e-07,6.215458886063083e-07,0.001,1.9717658018075075e-07,2.3742913706248567e-07,2.815919484362537e-07,0.001,2.3742913706248567e-07,1.0982373795468545e-06,1.839135149678658e-07,1.2995017291781167e-07,1.0769621003128483e-07,2.3742913706248567e-07,1.2995017291781167e-07,1.0769621003128483e-07,5.140855901848794e-07,1.553875133958547e-07,1.0149370436826583e-07,1.553875133958547e-07,2.815919484362537e-07,2.815919484362537e-07,1.0982373795468545e-06,1.1712439626003127e-07,2.815919484362537e-07,2.1183594329292855e-07,1.5080748143698097e-07,1.0149370436826583e-07,6.215458886063083e-07,2.815919484362537e-07,2.3742913706248567e-07,6.215458886063083e-07,1.0982373795468545e-06,1.5080748143698097e-07,1.0149370436826583e-07,2.3742913706248567e-07,2.3742913706248567e-07,1.0769621003128483e-07,1.1712439626003127e-07,1.0982373795468545e-06,4.139427467668838e-07,1.5080748143698097e-07,1.0149370436826583e-07,1.2216128570635672e-07,1.553875133958547e-07,2.3742913706248567e-07,2.3742913706248567e-07,6.215458886063083e-07,2.815919484362537e-07,1.553875133958547e-07,9.766713740430463e-08,9.766713740430463e-08,1.0149370436826583e-07,5.140855901848794e-07,2.815919484362537e-07,1.9717658018075075e-07,5.140855901848794e-07,5.140855901848794e-07,1.5080748143698097e-07,2.815919484362537e-07,2.3742913706248567e-07,1.0982373795468545e-06,2.3742913706248567e-07,1.0982373795468545e-06,1.5080748143698097e-07,1.2216128570635672e-07,1.1712439626003127e-07,1.0982373795468545e-06,1.553875133958547e-07,4.139427467668838e-07,6.215458886063083e-07,0.001,2.815919484362537e-07,1.1712439626003127e-07,2.1183594329292855e-07,1.5080748143698097e-07,1.0149370436826583e-07,4.139427467668838e-07,2.815919484362537e-07,1.5080748143698097e-07,5.140855901848794e-07,2.815919484362537e-07,6.215458886063083e-07,1.839135149678658e-07,1.0149370436826583e-07,1.9717658018075075e-07,1.5080748143698097e-07,1.5080748143698097e-07
Azerbaijan,3.04595194367719e-07,3.3878230516619953e-07,7.802369310419413e-08,2.815919484362537e-07,0.001,3.04595194367719e-07,2.815919484362537e-07,1.8376715996765235e-07,3.04595194367719e-07,3.6606154711540716e-07,1.5084338069035017e-07,7.802369310419413e-08,4.701211145389067e-07,1.8376715996765235e-07,2.3546687397497292e-07,1.432587722639697e-07,2.405911713828482e-07,1.1441105650682687e-07,2.405911713828482e-07,2.405911713828482e-07,7.802369310419413e-08,1.4565331453993143e-07,7.802369310419413e-08,7.791496668399515e-08,1.8376715996765235e-07,3.6606154711540716e-07,8.968323261376695e-08,4.701211145389067e-07,2.405911713828482e-07,8.968323261376695e-08,3.3878230516619953e-07,7.791496668399515e-08,2.405911713828482e-07,2.6580212053962534e-07,2.3546687397497292e-07,2.6580212053962534e-07,2.815919484362537e-07,2.405911713828482e-07,1.8376715996765235e-07,0.001,2.815919484362537e-07,1.8376715996765235e-07,3.6606154711540716e-07,1.1441105650682687e-07,8.968323261376695e-08,7.791496668399515e-08,1.8376715996765235e-07,8.968323261376695e-08,7.791496668399515e-08,4.701211145389067e-07,3.04595194367719e-07,1.432587722639697e-07,3.04595194367719e-07,0.001,0.001,3.6606154711540716e-07,1.4565331453993143e-07,0.001,3.812712187159341e-07,2.3546687397497292e-07,1.432587722639697e-07,2.6580212053962534e-07,0.001,1.8376715996765235e-07,2.6580212053962534e-07,3.6606154711540716e-07,2.3546687397497292e-07,1.432587722639697e-07,1.8376715996765235e-07,1.8376715996765235e-07,7.791496668399515e-08,1.4565331453993143e-07,3.6606154711540716e-07,3.3878230516619953e-07,2.3546687397497292e-07,1.432587722639697e-07,1.5084338069035017e-07,3.04595194367719e-07,1.8376715996765235e-07,1.8376715996765235e-07,2.6580212053962534e-07,0.001,3.04595194367719e-07,7.802369310419413e-08,7.802369310419413e-08,1.432587722639697e-07,4.701211145389067e-07,0.001,2.405911713828482e-07,4.701211145389067e-07,4.701211145389067e-07,2.3546687397497292e-07,0.001,1.8376715996765235e-07,3.6606154711540716e-07,1.8376715996765235e-07,3.6606154711540716e-07,2.3546687397497292e-07,1.5084338069035017e-07,1.4565331453993143e-07,3.6606154711540716e-07,3.04595194367719e-07,3.3878230516619953e-07,2.6580212053962534e-07,2.815919484362537e-07,0.001,1.4565331453993143e-07,3.812712187159341e-07,2.3546687397497292e-07,1.432587722639697e-07,3.3878230516619953e-07,0.001,2.3546687397497292e-07,4.701211145389067e-07,0.001,2.6580212053962534e-07,1.1441105650682687e-07,1.432587722639697e-07,2.405911713828482e-07,2.3546687397497292e-07,2.3546687397497292e-07
Bangladesh,0.001,1.6067380923256965e-07,6.237575674365235e-08,1.553875133958547e-07,3.04595194367719e-07,0.001,1.553875133958547e-07,1.1600765800882102e-07,0.001,1.725053056643599e-07,1.24352338912691e-07,6.237575674365235e-08,2.2051020292202112e-07,1.1600765800882102e-07,1.7956269912915196e-07,2.702899275652735e-07,1.48432756356423e-07,9.431998719084027e-08,1.48432756356423e-07,1.48432756356423e-07,6.237575674365235e-08,2.35150920094436e-07,6.237575674365235e-08,6.543700521154625e-08,1.1600765800882102e-07,1.725053056643599e-07,7.098330416848066e-08,2.2051020292202112e-07,1.48432756356423e-07,7.098330416848066e-08,1.6067380923256965e-07,6.543700521154625e-08,1.48432756356423e-07,1.6998360697088591e-07,1.7956269912915196e-07,1.6998360697088591e-07,1.553875133958547e-07,1.48432756356423e-07,1.1600765800882102e-07,3.04595194367719e-07,1.553875133958547e-07,1.1600765800882102e-07,1.725053056643599e-07,9.431998719084027e-08,7.098330416848066e-08,6.543700521154625e-08,1.1600765800882102e-07,7.098330416848066e-08,6.543700521154625e-08,2.2051020292202112e-07,0.001,2.702899275652735e-07,0.001,3.04595194367719e-07,3.04595194367719e-07,1.725053056643599e-07,2.35150920094436e-07,3.04595194367719e-07,4.708061659943275e-07,1.7956269912915196e-07,2.702899275652735e-07,1.6998360697088591e-07,3.04595194367719e-07,1.1600765800882102e-07,1.6998360697088591e-07,1.725053056643599e-07,1.7956269912915196e-07,2.702899275652735e-07,1.1600765800882102e-07,1.1600765800882102e-07,6.543700521154625e-08,2.35150920094436e-07,1.725053056643599e-07,1.6067380923256965e-07,1.7956269912915196e-07,2.702899275652735e-07,1.24352338912691e-07,0.001,1.1600765800882102e-07,1.1600765800882102e-07,1.6998360697088591e-07,3.04595194367719e-07,0.001,6.237575674365235e-08,6.237575674365235e-08,2.702899275652735e-07,2.2051020292202112e-07,3.04595194367719e-07,1.48432756356423e-07,2.2051020292202112e-07,2.2051020292202112e-07,1.7956269912915196e-07,3.04595194367719e-07,1.1600765800882102e-07,1.725053056643599e-07,1.1600765800882102e-07,1.725053056643599e-07,1.7956269912915196e-07,1.24352338912691e-07,2.35150920094436e-07,1.725053056643599e-07,0.001,1.6067380923256965e-07,1.6998360697088591e-07,1.553875133958547e-07,3.04595194367719e-07,2.35150920094436e-07,4.708061659943275e-07,1.7956269912915196e-07,2.702899275652735e-07,1.6067380923256965e-07,3.04595194367719e-07,1.7956269912915196e-07,2.2051020292202112e-07,3.04595194367719e-07,1.6998360697088591e-07,9.431998719084027e-08,2.702899275652735e-07,1.48432756356423e-07,1.7956269912915196e-07,1.7956269912915196e-07
Belgium,1.553875133958547e-07,4.139427467668838e-07,9.766713740430463e-08,0.001,2.815919484362537e-07,1.553875133958547e-07,0.001,2.3742913706248567e-07,1.553875133958547e-07,1.0982373795468545e-06,1.2216128570635672e-07,9.766713740430463e-08,5.140855901848794e-07,2.3742913706248567e-07,1.5080748143698097e-07,1.0149370436826583e-07,1.9717658018075075e-07,1.839135149678658e-07,1.9717658018075075e-07,1.9717658018075075e-07,9.766713740430463e-08,1.1712439626003127e-07,9.766713740430463e-08,1.0769621003128483e-07,2.3742913706248567e-07,1.0982373795468545e-06,1.2995017291781167e-07,5.140855901848794e-07,1.9717658018075075e-07,1.2995017291781167e-07,4.139427467668838e-07,1.0769621003128483e-07,1.9717658018075075e-07,6.215458886063083e-07,1.5080748143698097e-07,6.215458886063083e-07,0.001,1.9717658018075075e-07,2.3742913706248567e-07,2.815919484362537e-07,0.001,2.3742913706248567e-07,1.0982373795468545e-06,1.839135149678658e-07,1.2995017291781167e-07,1.0769621003128483e-07,2.3742913706248567e-07,1.2995017291781167e-07,1.0769621003128483e-07,5.140855901848794e-07,1.553875133958547e-07,1.0149370436826583e-07,1.553875133958547e-07,2.815919484362537e-07,2.815919484362537e-07,1.0982373795468545e-06,1.1712439626003127e-07,2.815919484362537e-07,2.1183594329292855e-07,1.5080748143698097e-07,1.0149370436826583e-07,6.215458886063083e-07,2.815919484362537e-07,2.3742913706248567e-07,6.215458886063083e-07,1.0982373795468545e-06,1.5080748143698097e-07,1.0149370436826583e-07,2.3742913706248567e-07,2.3742913706248567e-07,1.0769621003128483e-07,1.1712439626003127e-07,1.0982373795468545e-06,4.139427467668838e-07,1.5080748143698097e-07,1.0149370436826583e-07,1.2216128570635672e-07,1.553875133958547e-07,2.3742913706248567e-07,2.3742913706248567e-07,6.215458886063083e-07,2.815919484362537e-07,1.553875133958547e-07,9.766713740430463e-08,9.766713740430463e-08,1.0149370436826583e-07,5.140855901848794e-07,2.815919484362537e-07,1.9717658018075075e-07,5.140855901848794e-07,5.140855901848794e-07,1.5080748143698097e-07,2.815919484362537e-07,2.3742913706248567e-07,1.0982373795468545e-06,2.3742913706248567e-07,1.0982373795468545e-06,1.5080748143698097e-07,1.2216128570635672e-07,1.1712439626003127e-07,1.0982373795468545e-06,1.553875133958547e-07,4.139427467668838e-07,6.215458886063083e-07,0.001,2.815919484362537e-07,1.1712439626003127e-07,2.1183594329292855e-07,1.5080748143698097e-07,1.0149370436826583e-07,4.139427467668838e-07,2.815919484362537e-07,1.5080748143698097e-07,5.140855901848794e-07,2.815919484362537e-07,6.215458886063083e-07,1.839135149678658e-07,1.0149370436826583e-07,1.9717658018075075e-07,1.5080748143698097e-07,1.5080748143698097e-07
Benin,1.1600765800882102e-07,3.8754912631917674e-07,1.348811438880539e-07,2.3742913706248567e-07,1.8376715996765235e-07,1.1600765800882102e-07,2.3742913706248567e-07,0.001,1.1600765800882102e-07,2.51727468785103e-07,2.0140947894729932e-07,1.348811438880539e-07,1.8179124677413918e-07,0.001,2.0180974863968915e-07,8.154608231945776e-08,3.760946330623467e-07,1.2798444780003275e-07,3.760946330623467e-07,3.760946330623467e-07,1.348811438880539e-07,8.211380599939465e-08,1.348811438880539e-07,1.0928639557283959e-07,0.001,2.51727468785103e-07,1.410128290009708e-07,1.8179124677413918e-07,3.760946330623467e-07,1.410128290009708e-07,3.8754912631917674e-07,1.0928639557283959e-07,3.760946330623467e-07,1.7181548799544146e-07,2.0180974863968915e-07,1.7181548799544146e-07,2.3742913706248567e-07,3.760946330623467e-07,0.001,1.8376715996765235e-07,2.3742913706248567e-07,0.001,2.51727468785103e-07,1.2798444780003275e-07,1.410128290009708e-07,1.0928639557283959e-07,0.001,1.410128290009708e-07,1.0928639557283959e-07,1.8179124677413918e-07,1.1600765800882102e-07,8.154608231945776e-08,1.1600765800882102e-07,1.8376715996765235e-07,1.8376715996765235e-07,2.51727468785103e-07,8.211380599939465e-08,1.8376715996765235e-07,1.2691180074121644e-07,2.0180974863968915e-07,8.154608231945776e-08,1.7181548799544146e-07,1.8376715996765235e-07,0.001,1.7181548799544146e-07,2.51727468785103e-07,2.0180974863968915e-07,8.154608231945776e-08,0.001,0.001,1.0928639557283959e-07,8.211380599939465e-08,2.51727468785103e-07,3.8754912631917674e-07,2.0180974863968915e-07,8.154608231945776e-08,2.0140947894729932e-07,1.1600765800882102e-07,0.001,0.001,1.7181548799544146e-07,1.8376715996765235e-07,1.1600765800882102e-07,1.348811438880539e-07,1.348811438880539e-07,8.154608231945776e-08,1.8179124677413918e-07,1.8376715996765235e-07,3.760946330623467e-07,1.8179124677413918e-07,1.8179124677413918e-07,2.0180974863968915e-07,1.8376715996765235e-07,0.001,2.51727468785103e-07,0.001,2.51727468785103e-07,2.0180974863968915e-07,2.0140947894729932e-07,8.211380599939465e-08,2.51727468785103e-07,1.1600765800882102e-07,3.8754912631917674e-07,1.7181548799544146e-07,2.3742913706248567e-07,1.8376715996765235e-07,8.211380599939465e-08,1.2691180074121644e-07,2.0180974863968915e-07,8.154608231945776e-08,3.8754912631917674e-07,1.8376715996765235e-07,2.0180974863968915e-07,1.8179124677413918e-07,1.8376715996765235e-07,1.7181548799544146e-07,1.2798444780003275e-07,8.154608231945776e-08,3.760946330623467e-07,2.0180974863968915e-07,2.0180974863968915e-07
Bhutan,0.001,1.6067380923256965e-07,6.237575674365235e-08,1.553875133958547e-07,3.04595194367719e-07,0.001,1.553875133958547e-07,1.1600765800882102e-07,0.001,1.725053056643599e-07,1.24352338912691e-07,6.237575674365235e-08,2.2051020292202112e-07,1.1600765800882102e-07,1.7956269912915196e-07,2.702899275652735e-07,1.48432756356423e-07,9.431998719084027e-08,1.48432756356423e-07,1.48432756356423e-07,6.237575674365235e-08,2.35150920094436e-07,6.237575674365235e-08,6.543700521154625e-08,1.1600765800882102e-07,1.725053056643599e-07,7.098330416848066e-08,2.2051020292202112e-07,1.48432756356423e-07,7.098330416848066e-08,1.6067380923256965e-07,6.543700521154625e-08,1.48432756356423e-07,1.6998360697088591e-07,1.7956269912915196e-07,1.6998360697088591e-07,1.553875133958547e-07,1.48432756356423e-07,1.1600765800882102e-07,3.04595194367719e-07,1.553875133958547e-07,1.1600765800882102e-07,1.725053056643599e-07,9.431998719084027e-08,7.098330416848066e-08,6.543700521154625e-08,1.1600765800882102e-07,7.098330416848066e-08,6.543700521154625e-08,2.2051020292202112e-07,0.001,2.702899275652735e-07,0.001,3.04595194367719e-07,3.04595194367719e-07,1.725053056643599e-07,2.35150920094436e-07,3.04595194367719e-07,4.708061659943275e-07,1.7956269912915196e-07,2.702899275652735e-07,1.6998360697088591e-07,3.04595194367719e-07,1.1600765800882102e-07,1.6998360697088591e-07,1.725053056643599e-07,1.7956269912915196e-07,2.702899275652735e-07,1.1600765800882102e-07,1.1600765800882102e-07,6.543700521154625e-08,2.35150920094436e-07,1.725053056643599e-07,1.6067380923256965e-07,1.7956269912915196e-07,2.702899275652735e-07,1.24352338912691e-07,0.001,1.1600765800882102e-07,1.1600765800882102e-07,1.6998360697088591e-07,3.04595194367719e-07,0.001,6.237575674365235e-08,6.237575674365235e-08,2.702899275652735e-07,2.2051020292202112e-07,3.04595194367719e-07,1.48432756356423e-07,2.2051020292202112e-07,2.2051020292202112e-07,1.7956269912915196e-07,3.04595194367719e-07,1.1600765800882102e-07,1.725053056643599e-07,1.1600765800882102e-07,1.725053056643599e-07,1.7956269912915196e-07,1.24352338912691e-07,2.35150920094436e-07,1.725053056643599e-07,0.001,1.6067380923256965e-07,1.6998360697088591e-07,1.553875133958547e-07,3.04595194367719e-07,2.35150920094436e-07,4.708061659943275e-07,1.7956269912915196e-07,2.702899275652735e-07,1.6067380923256965e-07,3.04595194367719e-07,1.7956269912915196e-07,2.2051020292202112e-07,3.04595194367719e-07,1.6998360697088591e-07,9.431998719084027e-08,2.702899275652735e-07,1.48432756356423e-07,1.7956269912915196e-07,1.7956269912915196e-07
